msoa11cd,lad20cd,imd_overall_score_2015,imd_income_score_2015,imd_employment_score_2015,imd_health_disability_score_2015,imd_housing_services_score_2015,total_ppl_est_2015
E02000245,E09000009,37.993874625489745,0.2378246139663517,0.15089329338557272,0.13153088269186447,55.492272297764465,8678
E02000246,E09000009,30.372713315217393,0.19786503623188403,0.11934567481884058,0.01308967391304348,40.5554939990942,8832
E02000247,E09000009,27.71270396627707,0.1804426135274957,0.11799597624065913,-0.1400741521364246,40.76625598773711,10438
E02000248,E09000009,18.93524399894487,0.1127769717752572,0.056765629121603794,-0.8151659192825111,40.644793062516484,7582
E02000249,E09000009,24.630608220937702,0.14410789980732175,0.09110944123314066,-0.10151380860629418,38.039340526653824,7785
E02000250,E09000009,8.0784108040201,0.04943404522613065,0.039918341708542714,-0.9373366834170854,21.969788944723618,6368
E02000251,E09000009,17.298753162922797,0.1129854118254583,0.07450348567002324,-0.49016124451329723,30.5604295120062,7746
E02000252,E09000009,28.185328832552585,0.1649875998897768,0.10010085422981538,-0.16575585560760542,49.52410755947461,10887
E02000253,E09000009,33.80143238339204,0.23635147827943218,0.1638350944604547,0.09171298964670722,41.497547123492375,9369
E02000254,E09000009,22.690482822227345,0.14596149412035972,0.09761874567673508,0.08003412497117825,32.42594639151487,8674
E02000255,E09000009,21.19055711661083,0.1403242191721604,0.09919561223387009,-0.4072905003782557,35.413919917864476,9253
E02000256,E09000009,14.112202417259684,0.08103546820286908,0.05816932113407884,-0.49589890432621714,32.46457460747769,8853
E02000257,E09000009,16.08274297015462,0.0881732470334412,0.05811621718806185,-0.6208967997123337,32.68871262135922,13905
E02000258,E09000009,18.524353407963723,0.11787147513107553,0.07919470029757687,-0.3362954513249256,32.98516806008219,7057
E02000259,E09000009,14.812805883303701,0.08562178761920154,0.06687215128495232,-0.4780989170842088,27.022148860513983,6187
E02000260,E09000009,26.54392113127001,0.14751643543223053,0.094240234791889,-0.11850576307363929,38.54732497331911,9370
