state,year,zip,tested,BLL_geq_10,BLL_geq_5
AL,2009,35653,8,0,0
AL,2009,35654,9,0,0
AL,2009,35660,15,0,0
AL,2009,35661,17,0,0
AL,2009,35670,36,0,0
AL,2009,35671,6,0,0
AL,2009,35672,22,0,2
AL,2009,35673,26,0,0
AL,2009,35674,27,0,0
AL,2009,35739,15,0,0
AL,2009,35740,40,0,0
AL,2009,35741,1,0,0
AL,2009,35744,19,0,0
AL,2009,35746,4,0,0
AL,2009,35747,13,0,0
AL,2009,35748,5,0,0
AL,2009,35749,39,0,0
AL,2009,35750,19,0,0
AL,2009,35752,23,0,0
AL,2009,35754,16,0,0
AL,2009,35755,1,0,0
AL,2009,35756,21,0,0
AL,2009,35757,22,0,0
AL,2009,35758,88,0,0
AL,2009,35759,7,0,0
AL,2009,35760,11,0,0
AL,2009,35761,25,0,1
AL,2009,35763,6,0,0
AL,2009,35764,2,0,0
AL,2009,35765,19,0,0
AL,2009,35768,147,0,0
AL,2009,35769,51,0,0
AL,2009,35771,15,0,0
AL,2009,35772,63,0,0
AL,2009,35773,15,0,0
AL,2009,35775,1,0,0
AL,2009,35776,29,0,1
AL,2009,35801,45,0,0
AL,2009,35802,28,0,0
AL,2009,35803,26,0,0
AL,2009,35804,1,0,0
AL,2009,35805,238,0,5
AL,2009,35806,20,0,0
AL,2009,35807,1,0,0
AL,2009,35808,1,0,0
AL,2009,35809,2,0,0
AL,2009,35810,154,0,1
AL,2009,35811,62,0,0
AL,2009,35816,131,0,0
AL,2009,35824,22,0,0
AL,2009,35901,34,0,2
AL,2009,35903,55,0,2
AL,2009,35904,10,0,0
AL,2009,35905,2,0,0
AL,2009,35906,6,0,0
AL,2009,35907,1,0,0
AL,2009,35950,73,0,0
AL,2009,35951,37,0,0
AL,2009,35952,4,0,0
AL,2009,35953,5,0,0
AL,2009,35954,12,1,1
AL,2009,35956,5,0,0
AL,2009,35957,17,0,0
AL,2009,35958,11,0,0
AL,2009,35959,6,0,0
AL,2009,35960,72,1,1
AL,2009,35961,7,0,0
AL,2009,35962,12,0,0
AL,2009,35963,3,0,0
AL,2009,35964,1,0,0
AL,2009,35966,16,0,0
AL,2009,35967,392,1,5
AL,2009,35968,118,0,1
AL,2009,35971,7,0,0
AL,2009,35973,3,0,0
AL,2009,35974,1,0,0
AL,2009,35975,1,0,0
AL,2009,35976,16,0,1
AL,2009,35978,22,0,0
AL,2009,35979,3,0,0
AL,2009,35980,7,0,0
AL,2009,35981,4,0,0
AL,2009,35986,6,0,0
AL,2009,35987,2,0,0
AL,2009,35988,2,0,0
AL,2009,35989,2,0,0
AL,2009,36001,1,0,0
AL,2009,36003,27,0,1
AL,2009,36005,12,0,1
AL,2009,36006,4,0,0
AL,2009,36009,16,0,0
AL,2009,36010,44,1,2
AL,2009,36016,15,0,1
AL,2009,36017,33,0,1
AL,2009,36020,3,0,0
AL,2009,36022,14,0,0
AL,2009,36024,10,0,1
AL,2009,36025,14,0,0
AL,2009,36027,10,0,1
AL,2009,36028,5,0,0
AL,2009,36029,3,0,0
AL,2009,36031,1,0,0
AL,2009,36032,28,3,4
AL,2009,36033,23,0,0
AL,2009,36034,5,0,0
AL,2009,36035,14,0,1
AL,2009,36036,16,0,0
AL,2009,36037,44,0,5
AL,2009,36038,4,0,0
AL,2009,36039,2,0,0
AL,2009,36040,39,0,1
AL,2009,36041,13,0,1
AL,2009,36042,5,0,0
AL,2009,36043,14,0,1
AL,2009,36046,5,0,0
AL,2009,36047,10,1,1
AL,2009,36048,13,0,1
AL,2009,36049,39,0,0
AL,2009,36051,4,0,0
AL,2009,36052,1,0,0
AL,2009,36053,6,0,1
AL,2009,36054,42,0,1
AL,2009,36064,7,0,0
AL,2009,36065,1,0,0
AL,2009,36066,22,0,1
AL,2009,36067,113,0,4
AL,2009,36068,1,0,0
AL,2009,36069,5,0,0
AL,2009,36071,6,0,0
AL,2009,36075,14,0,0
AL,2009,36078,74,0,2
AL,2009,36079,74,1,3
AL,2009,36081,189,1,13
AL,2009,36083,156,1,8
AL,2009,36088,10,0,0
AL,2009,36089,33,1,2
AL,2009,36091,5,0,0
AL,2009,36092,25,0,0
AL,2009,36093,4,0,0
AL,2009,36101,1,0,0
AL,2009,36103,2,0,0
AL,2009,36104,78,1,1
AL,2009,36105,99,0,2
AL,2009,36106,33,0,1
AL,2009,36107,72,0,0
AL,2009,36108,182,1,7
AL,2009,36109,62,0,2
AL,2009,36110,117,0,0
AL,2009,36111,65,0,2
AL,2009,36113,1,0,0
AL,2009,36114,1,0,0
AL,2009,36115,1,0,0
AL,2009,36116,256,1,5
AL,2009,36117,129,0,0
AL,2009,36119,1,0,0
AL,2009,36120,2,0,0
AL,2009,36123,2,0,0
AL,2009,36124,4,0,0
AL,2009,36125,1,0,0
AL,2009,36130,1,0,0
AL,2009,36201,62,1,2
AL,2009,36202,6,0,0
AL,2009,36203,42,0,1
AL,2009,36205,1,0,1
AL,2009,36206,38,0,0
AL,2009,36207,41,0,0
AL,2009,36250,8,0,0
AL,2009,36251,20,0,1
AL,2009,36253,1,0,0
AL,2009,36254,1,0,0
AL,2009,36255,6,0,0
AL,2009,36258,1,0,0
AL,2009,36260,8,0,0
AL,2009,36262,3,0,0
AL,2009,36263,7,0,0
AL,2009,36264,28,0,5
AL,2009,36265,60,0,1
AL,2009,36266,46,0,1
AL,2009,36268,29,0,0
AL,2009,36269,3,0,0
AL,2009,36271,17,0,0
AL,2009,36272,75,0,0
AL,2009,36273,4,0,1
AL,2009,36274,44,0,0
AL,2009,36276,3,0,0
AL,2009,36277,13,0,0
AL,2009,36278,21,0,1
AL,2009,36279,9,0,1
AL,2009,36280,10,0,0
AL,2009,36301,4,0,0
AL,2009,36303,1,0,0
AL,2009,36305,2,0,0
AL,2009,36310,32,0,2
AL,2009,36311,17,0,0
AL,2009,36314,1,0,0
AL,2009,36316,11,0,0
AL,2009,36317,1,0,0
AL,2009,36318,6,0,1
AL,2009,36321,1,0,0
AL,2009,36322,67,1,1
AL,2009,36323,87,0,1
AL,2009,36330,383,1,2
AL,2009,36331,5,0,0
AL,2009,36340,39,0,1
AL,2009,36344,19,0,1
AL,2009,36345,1,0,0
AL,2009,36346,12,0,0
AL,2009,36350,6,0,0
AL,2009,36351,22,0,1
AL,2009,36352,3,0,0
AL,2009,36353,2,0,0
AL,2009,36360,119,0,5
AL,2009,36361,2,0,0
AL,2009,36362,2,0,0
AL,2009,36374,3,0,0
AL,2009,36375,2,0,0
AL,2009,36376,2,0,0
AL,2009,36401,49,0,0
AL,2009,36420,115,0,0
AL,2009,36421,29,0,0
AL,2009,36425,6,0,0
AL,2009,36426,186,0,1
AL,2009,36427,13,0,0
AL,2009,36432,12,0,0
AL,2009,36435,3,0,0
AL,2009,36436,4,0,0
AL,2009,36439,3,0,0
AL,2009,36441,35,0,0
AL,2009,36442,29,0,0
AL,2009,36444,2,0,0
AL,2009,36445,24,1,4
AL,2009,36446,9,0,1
AL,2009,36451,63,0,3
AL,2009,36453,14,0,0
AL,2009,36454,1,0,0
AL,2009,36455,4,0,0
AL,2009,36456,9,0,0
AL,2009,36458,3,0,1
AL,2009,36460,48,0,4
AL,2009,36461,22,0,0
AL,2009,36467,46,0,0
AL,2009,36470,1,0,0
AL,2009,36471,9,0,0
AL,2009,36474,19,0,0
AL,2009,36475,7,0,0
AL,2009,36476,8,0,0
AL,2009,36477,34,0,0
AL,2009,36480,6,1,2
AL,2009,36481,1,0,0
AL,2009,36482,16,0,1
AL,2009,36483,1,0,0
AL,2009,36502,110,0,1
AL,2009,36503,1,0,0
AL,2009,36504,2,0,0
AL,2009,36505,12,0,0
AL,2009,36507,124,0,6
AL,2009,36509,2,0,0
AL,2009,36511,2,0,0
AL,2009,36513,8,0,0
AL,2009,36518,20,0,0
AL,2009,36521,22,0,0
AL,2009,36522,43,0,0
AL,2009,36523,1,0,0
AL,2009,36524,14,0,0
AL,2009,36525,12,0,2
AL,2009,36526,10,0,0
AL,2009,36527,6,0,1
AL,2009,36529,8,0,0
AL,2009,36530,6,0,0
AL,2009,36532,10,0,0
AL,2009,36535,24,0,0
AL,2009,36536,3,0,0
AL,2009,36538,5,0,0
AL,2009,36539,2,0,0
AL,2009,36540,28,0,0
AL,2009,36541,21,0,0
AL,2009,36542,28,0,0
AL,2009,36543,1,0,0
AL,2009,36544,16,0,0
AL,2009,36545,143,0,2
AL,2009,36547,4,0,0
AL,2009,36548,9,0,0
AL,2009,36549,2,0,0
AL,2009,36551,8,0,0
AL,2009,36553,47,0,0
AL,2009,36555,1,0,0
AL,2009,36556,5,0,0
AL,2009,36558,23,0,0
AL,2009,36560,34,0,0
AL,2009,36561,7,0,0
AL,2009,36562,7,0,2
AL,2009,36564,1,0,0
AL,2009,36567,15,0,0
AL,2009,36568,1,1,1
AL,2009,36569,8,0,0
AL,2009,36571,37,0,1
AL,2009,36572,9,0,0
AL,2009,36574,1,0,0
AL,2009,36575,47,0,0
AL,2009,36576,6,0,0
AL,2009,36578,2,0,0
AL,2009,36579,13,0,1
AL,2009,36580,4,0,0
AL,2009,36581,5,0,0
AL,2009,36582,71,1,3
AL,2009,36583,6,0,0
AL,2009,36584,7,0,0
AL,2009,36585,5,0,0
AL,2009,36587,42,0,1
AL,2009,36601,1,0,0
AL,2009,36603,90,1,7
AL,2009,36604,68,2,9
AL,2009,36605,328,2,20
AL,2009,36606,171,0,8
AL,2009,36607,51,0,6
AL,2009,36608,114,0,4
AL,2009,36609,102,0,2
AL,2009,36610,224,4,30
AL,2009,36611,62,1,8
AL,2009,36612,55,1,3
AL,2009,36613,67,1,2
AL,2009,36615,6,1,1
AL,2009,36617,179,1,20
AL,2009,36618,95,1,4
AL,2009,36619,22,0,0
AL,2009,36633,3,0,0
AL,2009,36640,1,0,0
AL,2009,36685,1,0,0
AL,2009,36689,2,0,0
AL,2009,36691,1,0,0
AL,2009,36693,32,0,0
AL,2009,36695,71,0,2
AL,2009,36701,127,1,8
AL,2009,36702,2,0,0
AL,2009,36703,16,0,1
AL,2009,36720,8,0,1
AL,2009,36722,3,0,0
AL,2009,36723,3,0,0
AL,2009,36726,29,0,0
AL,2009,36727,2,0,0
AL,2009,36728,3,0,0
AL,2009,36732,54,0,2
AL,2009,36736,21,0,0
AL,2009,36738,11,0,0
AL,2009,36740,19,0,0
AL,2009,36741,1,0,0
AL,2009,36742,9,0,0
AL,2009,36744,197,0,0
AL,2009,36745,1,0,0
AL,2009,36748,28,0,0
AL,2009,36750,2,0,1
AL,2009,36751,21,1,2
AL,2009,36752,1,0,0
AL,2009,36754,4,0,1
AL,2009,36756,50,0,2
AL,2009,36758,4,0,0
AL,2009,36759,7,0,0
AL,2009,36761,5,0,0
AL,2009,36762,1,0,0
AL,2009,36765,9,0,0
AL,2009,36767,11,0,0
AL,2009,36768,8,0,0
AL,2009,36769,23,0,0
AL,2009,36773,1,0,0
AL,2009,36775,3,0,0
AL,2009,36776,10,0,1
AL,2009,36782,22,1,1
AL,2009,36783,4,0,0
AL,2009,36784,79,1,3
AL,2009,36785,10,0,0
AL,2009,36786,40,1,1
AL,2009,36792,2,0,0
AL,2009,36793,4,0,0
AL,2009,36801,16,0,0
AL,2009,36803,1,0,0
AL,2009,36804,22,0,0
AL,2009,36830,51,0,2
AL,2009,36831,4,0,0
AL,2009,36832,17,0,0
AL,2009,36850,2,0,0
AL,2009,36851,1,0,0
AL,2009,36853,11,0,0
AL,2009,36854,7,0,0
AL,2009,36855,3,0,0
AL,2009,36856,3,0,0
AL,2009,36860,5,0,0
AL,2009,36862,12,0,4
AL,2009,36863,9,0,0
AL,2009,36865,1,0,0
AL,2009,36866,13,0,1
AL,2009,36867,42,0,2
AL,2009,36868,1,0,0
AL,2009,36869,28,0,1
AL,2009,36870,18,1,2
AL,2009,36871,1,0,0
AL,2009,36874,7,0,0
AL,2009,36875,10,0,1
AL,2009,36877,6,0,0
AL,2009,36879,4,0,0
AL,2009,36901,6,0,0
AL,2009,36904,28,1,2
AL,2009,36907,24,0,0
AL,2009,36908,15,0,1
AL,2009,36912,11,1,1
AL,2009,36913,1,0,0
AL,2009,36915,6,0,1
AL,2009,36916,4,0,2
AL,2009,36919,26,0,3
AL,2009,36921,15,0,3
AL,2009,36922,4,0,0
AL,2009,36925,47,0,0
AL,2009,Unknown  zip,16177,39,285
AL,2009,Total,36425,93,723
AL,2010,35004,10,0,0
AL,2010,35005,46,0,1
AL,2010,35006,13,0,0
AL,2010,35007,60,0,0
AL,2010,35010,41,0,0
AL,2010,35014,18,0,0
AL,2010,35016,23,0,0
AL,2010,35017,1,0,0
AL,2010,35019,17,0,0
AL,2010,35020,361,0,0
AL,2010,35021,4,0,0
AL,2010,35022,68,0,0
AL,2010,35023,102,0,0
AL,2010,35031,22,0,0
AL,2010,35032,1,0,0
AL,2010,35033,19,0,1
AL,2010,35034,40,0,0
AL,2010,35035,2,0,0
AL,2010,35036,7,0,0
AL,2010,35038,3,0,0
AL,2010,35040,36,0,0
AL,2010,35042,38,0,0
AL,2010,35043,18,0,0
AL,2010,35044,24,0,0
AL,2010,35045,13,0,0
AL,2010,35046,2,0,0
AL,2010,35049,2,0,0
AL,2010,35051,34,0,0
AL,2010,35053,17,0,0
AL,2010,35054,4,0,0
AL,2010,35055,149,0,0
AL,2010,35056,8,0,0
AL,2010,35057,74,1,1
AL,2010,35058,123,0,3
AL,2010,35060,8,0,0
AL,2010,35061,19,0,0
AL,2010,35062,63,0,0
AL,2010,35063,32,0,0
AL,2010,35064,132,0,1
AL,2010,35068,65,0,0
AL,2010,35070,3,0,0
AL,2010,35071,28,0,0
AL,2010,35072,6,0,0
AL,2010,35073,28,0,0
AL,2010,35074,1,0,0
AL,2010,35077,94,0,1
AL,2010,35078,9,0,0
AL,2010,35079,19,0,0
AL,2010,35080,17,0,0
AL,2010,35083,18,0,0
AL,2010,35085,8,1,1
AL,2010,35087,8,0,0
AL,2010,35089,1,0,0
AL,2010,35091,14,0,0
AL,2010,35094,75,0,0
AL,2010,35096,31,0,0
AL,2010,35097,2,0,0
AL,2010,35098,13,0,0
AL,2010,35100,1,0,0
AL,2010,35111,19,0,0
AL,2010,35114,9,0,0
AL,2010,35115,46,0,1
AL,2010,35116,21,0,0
AL,2010,35117,14,0,0
AL,2010,35118,14,0,0
AL,2010,35119,5,0,0
AL,2010,35120,5,0,0
AL,2010,35121,8,1,1
AL,2010,35123,1,0,0
AL,2010,35124,72,0,0
AL,2010,35125,17,0,0
AL,2010,35126,57,0,0
AL,2010,35127,30,0,0
AL,2010,35128,12,0,0
AL,2010,35130,20,0,1
AL,2010,35131,9,0,0
AL,2010,35133,3,0,0
AL,2010,35135,2,0,0
AL,2010,35136,3,0,0
AL,2010,35137,1,0,0
AL,2010,35143,9,0,0
AL,2010,35146,4,0,0
AL,2010,35147,20,0,0
AL,2010,35148,26,0,0
AL,2010,35149,5,0,0
AL,2010,35150,54,0,0
AL,2010,35151,5,0,0
AL,2010,35152,1,0,0
AL,2010,35160,159,0,1
AL,2010,35161,10,0,0
AL,2010,35171,2,0,0
AL,2010,35172,8,0,0
AL,2010,35173,18,0,0
AL,2010,35175,6,0,0
AL,2010,35176,4,0,0
AL,2010,35178,6,0,1
AL,2010,35179,60,0,1
AL,2010,35180,73,0,1
AL,2010,35184,38,0,0
AL,2010,35186,9,0,0
AL,2010,35188,9,0,0
AL,2010,35201,6,0,0
AL,2010,35202,17,0,0
AL,2010,35203,23,0,0
AL,2010,35204,198,0,0
AL,2010,35205,174,0,3
AL,2010,35206,238,0,1
AL,2010,35207,203,0,0
AL,2010,35208,263,0,2
AL,2010,35209,309,0,0
AL,2010,35210,118,0,0
AL,2010,35211,598,1,5
AL,2010,35212,201,2,3
AL,2010,35213,34,0,0
AL,2010,35214,210,0,1
AL,2010,35215,533,0,0
AL,2010,35216,234,0,1
AL,2010,35217,195,0,2
AL,2010,35218,114,0,0
AL,2010,35219,1,0,0
AL,2010,35221,54,0,0
AL,2010,35222,76,0,0
AL,2010,35223,6,0,0
AL,2010,35224,78,0,0
AL,2010,35225,1,0,0
AL,2010,35226,71,0,0
AL,2010,35228,155,0,2
AL,2010,35231,2,0,0
AL,2010,35232,1,0,0
AL,2010,35233,7,0,0
AL,2010,35234,89,0,0
AL,2010,35235,88,0,0
AL,2010,35242,102,0,0
AL,2010,35243,34,0,0
AL,2010,35244,43,0,0
AL,2010,35253,1,0,0
AL,2010,35261,2,0,0
AL,2010,35263,1,0,0
AL,2010,35270,1,0,0
AL,2010,35285,1,0,0
AL,2010,35297,1,0,0
AL,2010,35401,358,0,1
AL,2010,35403,12,0,0
AL,2010,35404,264,0,2
AL,2010,35405,291,0,0
AL,2010,35406,20,0,0
AL,2010,35407,10,0,0
AL,2010,35441,16,0,2
AL,2010,35442,74,0,2
AL,2010,35443,53,0,1
AL,2010,35444,29,0,0
AL,2010,35446,15,0,0
AL,2010,35447,32,0,1
AL,2010,35448,1,0,0
AL,2010,35449,2,0,0
AL,2010,35452,20,0,0
AL,2010,35453,90,0,0
AL,2010,35456,27,0,0
AL,2010,35458,4,0,0
AL,2010,35459,8,0,0
AL,2010,35460,3,0,0
AL,2010,35461,8,0,0
AL,2010,35462,142,0,0
AL,2010,35463,14,0,0
AL,2010,35464,11,0,0
AL,2010,35466,65,0,3
AL,2010,35469,1,0,0
AL,2010,35470,62,0,0
AL,2010,35473,54,0,0
AL,2010,35474,40,0,0
AL,2010,35475,32,0,0
AL,2010,35476,152,0,0
AL,2010,35477,3,0,0
AL,2010,35480,8,0,0
AL,2010,35481,43,0,3
AL,2010,35486,2,0,0
AL,2010,35490,23,0,0
AL,2010,35501,185,1,1
AL,2010,35502,15,0,0
AL,2010,35503,94,0,0
AL,2010,35504,130,0,0
AL,2010,35540,12,0,0
AL,2010,35541,21,0,0
AL,2010,35542,7,0,0
AL,2010,35543,3,0,0
AL,2010,35544,3,0,0
AL,2010,35545,1,0,0
AL,2010,35546,33,0,0
AL,2010,35548,14,0,0
AL,2010,35549,48,0,0
AL,2010,35550,70,0,2
AL,2010,35552,7,0,0
AL,2010,35553,43,0,0
AL,2010,35554,8,0,0
AL,2010,35555,137,1,1
AL,2010,35559,4,0,0
AL,2010,35560,3,0,0
AL,2010,35563,40,0,0
AL,2010,35564,6,0,0
AL,2010,35565,52,0,0
AL,2010,35570,69,0,1
AL,2010,35571,1,0,0
AL,2010,35572,10,0,0
AL,2010,35574,7,0,0
AL,2010,35575,8,0,0
AL,2010,35576,19,0,5
AL,2010,35577,1,0,0
AL,2010,35578,77,0,0
AL,2010,35579,40,0,1
AL,2010,35580,51,0,0
AL,2010,35581,8,0,0
AL,2010,35582,15,0,0
AL,2010,35584,9,0,0
AL,2010,35585,2,0,0
AL,2010,35586,47,0,1
AL,2010,35587,8,0,0
AL,2010,35592,35,0,1
AL,2010,35593,2,0,0
AL,2010,35594,79,0,1
AL,2010,35601,526,0,6
AL,2010,35602,2,0,0
AL,2010,35603,111,0,0
AL,2010,35610,1,0,0
AL,2010,35611,23,0,2
AL,2010,35612,1,0,0
AL,2010,35613,24,0,1
AL,2010,35614,8,0,0
AL,2010,35616,4,0,0
AL,2010,35618,13,0,0
AL,2010,35619,22,0,0
AL,2010,35620,6,0,0
AL,2010,35621,13,0,0
AL,2010,35622,59,0,0
AL,2010,35630,53,0,0
AL,2010,35631,1,0,0
AL,2010,35633,12,0,0
AL,2010,35634,8,0,0
AL,2010,35640,144,0,1
AL,2010,35643,17,0,0
AL,2010,35645,5,0,0
AL,2010,35646,10,0,0
AL,2010,35647,1,0,0
AL,2010,35648,1,0,0
AL,2010,35650,53,0,1
AL,2010,35651,3,0,0
AL,2010,35652,4,0,0
AL,2010,35653,19,0,0
AL,2010,35654,20,0,0
AL,2010,35660,15,0,0
AL,2010,35661,32,0,0
AL,2010,35662,1,0,0
AL,2010,35670,34,0,0
AL,2010,35671,2,0,0
AL,2010,35672,23,0,0
AL,2010,35673,33,0,0
AL,2010,35674,36,0,1
AL,2010,35677,1,0,0
AL,2010,35739,12,0,0
AL,2010,35740,42,0,0
AL,2010,35741,2,0,0
AL,2010,35744,29,0,0
AL,2010,35745,2,0,0
AL,2010,35746,9,0,0
AL,2010,35747,20,0,0
AL,2010,35748,5,0,0
AL,2010,35749,30,0,0
AL,2010,35750,27,0,0
AL,2010,35752,29,0,0
AL,2010,35754,15,0,0
AL,2010,35755,2,0,0
AL,2010,35756,32,0,0
AL,2010,35757,16,0,0
AL,2010,35758,68,0,0
AL,2010,35759,8,0,0
AL,2010,35760,4,0,0
AL,2010,35761,14,0,0
AL,2010,35763,5,0,0
AL,2010,35764,1,0,0
AL,2010,35765,19,0,0
AL,2010,35768,151,0,0
AL,2010,35769,66,0,0
AL,2010,35771,24,0,0
AL,2010,35772,69,0,0
AL,2010,35773,20,0,0
AL,2010,35775,2,0,0
AL,2010,35776,27,0,0
AL,2010,35801,25,0,0
AL,2010,35802,25,0,0
AL,2010,35803,18,0,0
AL,2010,35805,367,0,0
AL,2010,35806,28,0,0
AL,2010,35808,2,0,0
AL,2010,35810,147,1,2
AL,2010,35811,30,0,0
AL,2010,35816,93,0,0
AL,2010,35824,16,0,0
AL,2010,35896,1,0,0
AL,2010,35901,11,0,0
AL,2010,35903,33,3,4
AL,2010,35904,4,0,0
AL,2010,35906,4,0,0
AL,2010,35907,1,0,0
AL,2010,35950,119,0,0
AL,2010,35951,27,0,0
AL,2010,35952,3,0,0
AL,2010,35953,1,0,0
AL,2010,35954,10,0,1
AL,2010,35956,10,0,0
AL,2010,35957,16,0,0
AL,2010,35958,20,0,0
AL,2010,35959,6,0,0
AL,2010,35960,80,0,0
AL,2010,35962,11,0,0
AL,2010,35963,1,0,0
AL,2010,35966,31,0,0
AL,2010,35967,468,0,2
AL,2010,35968,76,0,0
AL,2010,35971,14,0,0
AL,2010,35973,1,0,0
AL,2010,35974,2,0,0
AL,2010,35975,1,0,0
AL,2010,35976,28,0,0
AL,2010,35978,21,0,0
AL,2010,35979,6,0,0
AL,2010,35980,5,0,0
AL,2010,35981,2,0,0
AL,2010,35983,1,0,0
AL,2010,35986,9,0,0
AL,2010,35987,1,0,0
AL,2010,35988,5,0,0
AL,2010,35989,1,0,0
AL,2010,36003,17,0,0
AL,2010,36005,8,0,0
AL,2010,36006,5,0,0
AL,2010,36009,18,0,0
AL,2010,36010,49,2,2
AL,2010,36016,2,0,0
AL,2010,36017,24,0,1
AL,2010,36020,8,0,0
AL,2010,36022,12,0,0
AL,2010,36023,1,0,0
AL,2010,36024,9,0,0
AL,2010,36025,24,0,0
AL,2010,36027,2,0,0
AL,2010,36028,11,0,0
AL,2010,36030,5,0,0
AL,2010,36031,1,0,0
AL,2010,36032,37,3,4
AL,2010,36033,37,0,0
AL,2010,36034,8,0,0
AL,2010,36035,20,0,0
AL,2010,36036,17,2,2
AL,2010,36037,133,0,2
AL,2010,36038,1,0,0
AL,2010,36039,2,0,0
AL,2010,36040,52,1,3
AL,2010,36041,8,0,0
AL,2010,36042,1,0,0
AL,2010,36043,24,0,0
AL,2010,36046,7,0,0
AL,2010,36047,8,1,2
AL,2010,36048,5,0,0
AL,2010,36049,34,0,0
AL,2010,36051,7,0,0
AL,2010,36052,2,0,0
AL,2010,36053,4,0,0
AL,2010,36054,53,0,0
AL,2010,36057,2,0,0
AL,2010,36064,12,0,0
AL,2010,36066,38,0,0
AL,2010,36067,110,0,0
AL,2010,36068,1,0,0
AL,2010,36069,11,1,2
AL,2010,36071,4,0,0
AL,2010,36075,12,0,0
AL,2010,36078,67,0,3
AL,2010,36079,78,1,3
AL,2010,36080,1,0,0
AL,2010,36081,158,1,4
AL,2010,36082,2,0,0
AL,2010,36083,94,1,1
AL,2010,36088,11,0,0
AL,2010,36089,21,0,1
AL,2010,36091,3,0,0
AL,2010,36092,30,0,0
AL,2010,36093,8,0,0
AL,2010,36101,1,0,0
AL,2010,36104,147,0,1
AL,2010,36105,164,0,3
AL,2010,36106,56,0,0
AL,2010,36107,148,0,3
AL,2010,36108,405,0,2
AL,2010,36109,100,0,0
AL,2010,36110,306,1,3
AL,2010,36111,85,0,2
AL,2010,36113,1,0,0
AL,2010,36116,363,1,2
AL,2010,36117,124,0,0
AL,2010,36118,1,0,0
AL,2010,36120,1,0,0
AL,2010,36121,1,0,0
AL,2010,36123,1,0,0
AL,2010,36201,68,0,1
AL,2010,36203,62,0,0
AL,2010,36204,1,0,0
AL,2010,36205,5,0,0
AL,2010,36206,47,0,1
AL,2010,36207,51,0,1
AL,2010,36250,9,0,0
AL,2010,36251,40,0,0
AL,2010,36255,5,0,0
AL,2010,36258,3,0,0
AL,2010,36260,14,1,1
AL,2010,36261,1,0,0
AL,2010,36262,8,0,0
AL,2010,36264,18,0,2
AL,2010,36265,70,0,0
AL,2010,36266,46,0,0
AL,2010,36267,2,0,0
AL,2010,36268,42,0,0
AL,2010,36269,6,0,0
AL,2010,36271,12,0,0
AL,2010,36272,63,0,0
AL,2010,36273,5,0,0
AL,2010,36274,49,0,0
AL,2010,36276,4,0,0
AL,2010,36277,19,1,1
AL,2010,36278,21,0,0
AL,2010,36279,6,0,0
AL,2010,36280,16,0,0
AL,2010,36301,2,1,1
AL,2010,36310,9,0,0
AL,2010,36311,3,0,0
AL,2010,36313,2,0,0
AL,2010,36317,1,0,0
AL,2010,36318,1,0,0
AL,2010,36319,1,0,0
AL,2010,36321,1,0,0
AL,2010,36322,29,1,1
AL,2010,36323,39,0,1
AL,2010,36330,167,1,1
AL,2010,36331,2,0,0
AL,2010,36340,22,0,0
AL,2010,36343,1,0,0
AL,2010,36344,9,0,0
AL,2010,36345,1,0,0
AL,2010,36346,9,0,0
AL,2010,36350,1,0,0
AL,2010,36351,14,0,0
AL,2010,36352,2,0,0
AL,2010,36353,1,0,0
AL,2010,36360,22,0,0
AL,2010,36362,2,0,0
AL,2010,36375,5,0,0
AL,2010,36401,79,0,0
AL,2010,36420,147,0,0
AL,2010,36421,58,0,0
AL,2010,36425,7,0,0
AL,2010,36426,229,1,2
AL,2010,36427,10,0,0
AL,2010,36432,23,0,0
AL,2010,36435,12,0,0
AL,2010,36436,4,0,0
AL,2010,36439,5,0,0
AL,2010,36441,41,0,2
AL,2010,36442,37,0,0
AL,2010,36444,2,0,0
AL,2010,36445,24,0,2
AL,2010,36446,8,0,0
AL,2010,36451,63,0,2
AL,2010,36453,5,0,0
AL,2010,36455,9,0,0
AL,2010,36456,15,0,0
AL,2010,36458,3,0,0
AL,2010,36460,55,0,1
AL,2010,36461,23,0,0
AL,2010,36467,53,0,0
AL,2010,36470,1,0,0
AL,2010,36471,6,0,1
AL,2010,36473,2,0,0
AL,2010,36474,31,0,0
AL,2010,36475,11,0,0
AL,2010,36476,5,0,0
AL,2010,36477,16,0,0
AL,2010,36480,3,0,0
AL,2010,36481,6,0,0
AL,2010,36482,23,0,2
AL,2010,36483,7,0,0
AL,2010,36501,1,0,0
AL,2010,36502,116,0,5
AL,2010,36504,3,0,0
AL,2010,36505,14,0,1
AL,2010,36507,106,0,2
AL,2010,36509,4,0,0
AL,2010,36511,1,0,0
AL,2010,36512,3,0,0
AL,2010,36513,8,0,0
AL,2010,36518,14,0,0
AL,2010,36521,49,0,1
AL,2010,36522,97,0,0
AL,2010,36523,9,0,0
AL,2010,36524,12,0,0
AL,2010,36525,15,0,0
AL,2010,36526,12,0,2
AL,2010,36527,9,0,0
AL,2010,36528,1,0,0
AL,2010,36529,6,0,0
AL,2010,36530,4,0,0
AL,2010,36532,10,0,0
AL,2010,36533,2,0,0
AL,2010,36535,18,0,0
AL,2010,36536,2,0,0
AL,2010,36538,7,0,0
AL,2010,36539,4,0,0
AL,2010,36540,25,0,0
AL,2010,36541,26,0,0
AL,2010,36542,25,0,0
AL,2010,36543,1,0,0
