state,year,zip,tested,BLL_geq_10,BLL_geq_5
AL,2005,32535,1,0,0
AL,2005,35004,6,0,0
AL,2005,35005,24,0,0
AL,2005,35006,4,0,0
AL,2005,35007,27,1,1
AL,2005,35010,115,2,2
AL,2005,35011,7,0,0
AL,2005,35013,1,0,0
AL,2005,35014,3,0,0
AL,2005,35016,64,0,0
AL,2005,35019,3,0,0
AL,2005,35020,135,8,8
AL,2005,35022,31,0,0
AL,2005,35023,36,0,0
AL,2005,35031,18,1,1
AL,2005,35033,12,0,0
AL,2005,35034,54,0,0
AL,2005,35035,10,0,0
AL,2005,35036,2,0,0
AL,2005,35038,1,0,0
AL,2005,35040,18,0,0
AL,2005,35042,61,0,0
AL,2005,35043,5,0,0
AL,2005,35044,6,0,0
AL,2005,35045,6,0,0
AL,2005,35046,3,0,0
AL,2005,35048,2,0,0
AL,2005,35051,13,0,0
AL,2005,35052,1,0,0
AL,2005,35053,9,0,0
AL,2005,35054,6,0,0
AL,2005,35055,111,1,1
AL,2005,35056,10,0,0
AL,2005,35057,46,1,1
AL,2005,35058,35,0,0
AL,2005,35060,4,0,0
AL,2005,35061,7,0,0
AL,2005,35062,27,0,0
AL,2005,35063,17,0,0
AL,2005,35064,30,3,3
AL,2005,35068,19,0,0
AL,2005,35071,17,0,0
AL,2005,35072,21,0,1
AL,2005,35073,17,0,0
AL,2005,35077,59,0,0
AL,2005,35078,6,0,0
AL,2005,35079,7,0,0
AL,2005,35080,8,0,0
AL,2005,35083,10,0,0
AL,2005,35085,6,0,0
AL,2005,35087,8,0,0
AL,2005,35089,10,0,0
AL,2005,35091,3,0,0
AL,2005,35094,47,0,0
AL,2005,35096,6,0,0
AL,2005,35097,1,0,0
AL,2005,35098,7,0,0
AL,2005,35111,11,0,0
AL,2005,35112,2,0,0
AL,2005,35114,4,0,0
AL,2005,35115,27,0,0
AL,2005,35116,10,0,0
AL,2005,35117,10,0,0
AL,2005,35118,8,0,0
AL,2005,35119,2,0,0
AL,2005,35120,23,0,0
AL,2005,35121,6,0,0
AL,2005,35124,24,0,0
AL,2005,35125,23,1,2
AL,2005,35126,44,0,0
AL,2005,35127,13,0,0
AL,2005,35128,14,0,0
AL,2005,35130,11,0,0
AL,2005,35131,8,0,0
AL,2005,35133,4,0,0
AL,2005,35135,2,0,0
AL,2005,35136,1,0,0
AL,2005,35139,1,0,0
AL,2005,35143,4,0,0
AL,2005,35146,8,0,0
AL,2005,35147,7,0,0
AL,2005,35148,9,0,0
AL,2005,35150,29,1,1
AL,2005,35151,7,0,0
AL,2005,35160,27,1,2
AL,2005,35161,1,0,0
AL,2005,35171,1,0,0
AL,2005,35172,4,0,0
AL,2005,35173,25,0,0
AL,2005,35175,13,0,0
AL,2005,35176,1,0,0
AL,2005,35178,12,0,0
AL,2005,35179,41,0,1
AL,2005,35180,30,0,0
AL,2005,35182,2,0,0
AL,2005,35184,26,0,0
AL,2005,35186,9,0,0
AL,2005,35188,12,0,0
AL,2005,35201,12,2,2
AL,2005,35202,66,0,0
AL,2005,35203,4,0,0
AL,2005,35204,77,3,3
AL,2005,35205,85,0,0
AL,2005,35206,117,2,4
AL,2005,35207,51,1,1
AL,2005,35208,171,2,6
AL,2005,35209,74,0,0
AL,2005,35210,34,0,1
AL,2005,35211,234,6,6
AL,2005,35212,68,5,6
AL,2005,35213,30,0,0
AL,2005,35214,79,3,3
AL,2005,35215,243,2,3
AL,2005,35216,50,0,0
AL,2005,35217,61,4,4
AL,2005,35218,49,1,1
AL,2005,35219,1,0,0
AL,2005,35220,1,0,0
AL,2005,35221,17,1,2
AL,2005,35222,41,1,1
AL,2005,35223,9,0,0
AL,2005,35224,25,2,2
AL,2005,35226,31,0,0
AL,2005,35228,47,1,1
AL,2005,35231,1,0,0
AL,2005,35232,1,0,0
AL,2005,35233,6,0,0
AL,2005,35234,42,1,1
AL,2005,35235,44,0,0
AL,2005,35242,26,1,1
AL,2005,35243,12,0,0
AL,2005,35244,16,0,0
AL,2005,35255,2,0,0
AL,2005,35261,2,0,0
AL,2005,35266,1,0,0
AL,2005,35283,1,0,0
AL,2005,35401,162,1,2
AL,2005,35402,1,0,0
AL,2005,35403,4,0,0
AL,2005,35404,77,0,1
AL,2005,35405,113,0,1
AL,2005,35406,18,0,0
AL,2005,35407,5,0,1
AL,2005,35440,1,0,0
AL,2005,35441,6,0,0
AL,2005,35442,24,0,0
AL,2005,35443,28,0,0
AL,2005,35444,14,0,0
AL,2005,35446,5,0,0
AL,2005,35447,10,0,0
AL,2005,35448,1,0,0
AL,2005,35449,3,0,0
AL,2005,35452,8,0,0
AL,2005,35453,20,0,0
AL,2005,35456,15,0,0
AL,2005,35458,2,0,0
AL,2005,35459,9,0,0
AL,2005,35460,1,0,0
AL,2005,35461,2,0,0
AL,2005,35462,67,4,4
AL,2005,35463,4,0,0
AL,2005,35464,6,0,0
AL,2005,35466,12,0,0
AL,2005,35469,1,0,0
AL,2005,35470,49,0,0
AL,2005,35473,24,1,2
AL,2005,35474,21,0,0
AL,2005,35475,25,0,0
AL,2005,35476,33,0,0
AL,2005,35477,1,0,0
AL,2005,35480,4,0,0
AL,2005,35481,23,1,1
AL,2005,35486,4,0,0
AL,2005,35490,12,0,0
AL,2005,35501,93,0,1
AL,2005,35502,10,0,0
AL,2005,35503,46,1,1
AL,2005,35504,59,0,0
AL,2005,35540,10,0,0
AL,2005,35541,13,0,0
AL,2005,35542,1,0,0
AL,2005,35543,2,0,0
AL,2005,35544,8,0,0
AL,2005,35546,11,0,0
AL,2005,35548,12,0,0
AL,2005,35549,27,0,0
AL,2005,35550,41,1,1
AL,2005,35552,6,1,1
AL,2005,35553,19,0,0
AL,2005,35554,3,0,0
AL,2005,35555,44,1,1
AL,2005,35559,3,0,0
AL,2005,35560,1,0,0
AL,2005,35563,33,0,0
AL,2005,35564,5,0,0
AL,2005,35565,21,1,1
AL,2005,35570,56,0,0
AL,2005,35571,3,0,0
AL,2005,35572,6,0,0
AL,2005,35573,2,0,0
AL,2005,35574,4,0,0
AL,2005,35575,4,0,0
AL,2005,35576,15,0,0
AL,2005,35578,41,0,0
AL,2005,35579,22,0,0
AL,2005,35580,25,0,0
AL,2005,35581,9,0,0
AL,2005,35582,11,0,0
AL,2005,35584,7,0,0
AL,2005,35585,2,0,0
AL,2005,35586,13,0,0
AL,2005,35587,10,0,0
AL,2005,35592,15,0,0
AL,2005,35593,1,0,0
AL,2005,35594,46,0,1
AL,2005,35601,368,4,7
AL,2005,35603,93,0,1
AL,2005,35610,1,0,0
AL,2005,35611,65,2,2
AL,2005,35613,11,0,0
AL,2005,35614,12,0,0
AL,2005,35615,4,0,0
AL,2005,35616,3,0,0
AL,2005,35618,12,0,0
AL,2005,35619,34,0,0
AL,2005,35620,6,0,0
AL,2005,35621,8,0,0
AL,2005,35622,32,0,0
AL,2005,35630,16,0,0
AL,2005,35633,9,0,0
AL,2005,35634,1,0,0
AL,2005,35640,97,0,1
AL,2005,35643,11,0,0
AL,2005,35645,3,0,0
AL,2005,35646,8,0,0
AL,2005,35647,1,0,0
AL,2005,35650,55,1,1
AL,2005,35651,6,0,0
AL,2005,35652,3,0,0
AL,2005,35653,12,0,0
AL,2005,35654,13,0,0
AL,2005,35660,23,0,1
AL,2005,35661,24,0,1
AL,2005,35670,26,0,1
AL,2005,35671,12,1,1
AL,2005,35672,19,0,0
AL,2005,35673,29,0,0
AL,2005,35674,43,0,2
AL,2005,35739,4,0,0
AL,2005,35740,43,0,0
AL,2005,35741,1,0,0
AL,2005,35744,17,0,0
AL,2005,35745,2,0,0
AL,2005,35746,12,0,0
AL,2005,35747,29,0,0
AL,2005,35748,5,0,0
AL,2005,35749,11,0,0
AL,2005,35750,5,0,0
AL,2005,35751,2,0,0
AL,2005,35752,43,0,0
AL,2005,35754,13,0,0
AL,2005,35755,3,0,0
AL,2005,35756,9,0,0
AL,2005,35757,7,0,0
AL,2005,35758,25,0,0
AL,2005,35759,2,0,0
AL,2005,35760,9,0,0
AL,2005,35761,6,1,1
AL,2005,35763,5,1,1
AL,2005,35764,1,0,0
AL,2005,35765,28,0,0
AL,2005,35768,184,0,0
AL,2005,35769,62,0,0
AL,2005,35771,36,0,0
AL,2005,35772,59,0,0
AL,2005,35773,11,0,0
AL,2005,35775,1,1,1
AL,2005,35776,18,0,0
AL,2005,35801,17,0,0
AL,2005,35802,21,0,0
AL,2005,35803,18,0,0
AL,2005,35805,95,0,0
AL,2005,35806,22,0,0
AL,2005,35808,1,0,0
AL,2005,35810,81,1,1
AL,2005,35811,23,0,0
AL,2005,35814,2,0,0
AL,2005,35816,61,0,1
AL,2005,35824,8,0,0
AL,2005,35899,2,0,0
AL,2005,35901,11,1,1
AL,2005,35903,10,0,0
AL,2005,35904,6,2,2
AL,2005,35905,4,0,0
AL,2005,35906,6,0,0
AL,2005,35907,3,1,1
AL,2005,35950,117,0,0
AL,2005,35951,50,0,1
AL,2005,35952,8,0,0
AL,2005,35953,6,0,0
AL,2005,35954,8,1,1
AL,2005,35956,6,0,1
AL,2005,35957,43,0,0
AL,2005,35958,18,0,0
AL,2005,35960,4,0,0
AL,2005,35961,3,0,1
AL,2005,35962,8,1,1
AL,2005,35966,10,0,0
AL,2005,35967,2,0,0
AL,2005,35968,5,0,0
AL,2005,35971,13,0,0
AL,2005,35973,1,0,0
AL,2005,35974,1,0,0
AL,2005,35975,1,0,0
AL,2005,35976,72,0,0
AL,2005,35978,11,0,0
AL,2005,35979,5,0,0
AL,2005,35980,19,0,0
AL,2005,35981,2,0,0
AL,2005,35986,21,0,0
AL,2005,35987,2,0,0
AL,2005,35989,1,0,0
AL,2005,35990,1,0,0
AL,2005,36003,12,0,0
AL,2005,36005,7,0,0
AL,2005,36006,1,0,0
AL,2005,36009,7,1,1
AL,2005,36010,17,2,2
AL,2005,36016,13,0,0
AL,2005,36017,5,0,0
AL,2005,36020,2,0,0
AL,2005,36022,23,0,0
AL,2005,36023,1,0,0
AL,2005,36024,13,0,0
AL,2005,36025,14,0,1
AL,2005,36026,3,0,0
AL,2005,36027,14,0,0
AL,2005,36028,14,0,0
AL,2005,36029,2,0,0
AL,2005,36030,4,0,0
AL,2005,36032,36,1,2
AL,2005,36033,21,0,2
AL,2005,36034,4,0,0
AL,2005,36035,7,0,0
AL,2005,36036,10,1,2
AL,2005,36037,100,4,6
AL,2005,36039,5,0,0
AL,2005,36040,40,0,0
AL,2005,36041,7,0,1
AL,2005,36042,1,0,0
AL,2005,36043,15,0,0
AL,2005,36046,6,0,1
AL,2005,36047,15,0,0
AL,2005,36048,5,0,0
AL,2005,36049,11,0,0
AL,2005,36051,3,0,0
AL,2005,36052,1,0,0
AL,2005,36053,3,0,0
AL,2005,36054,47,0,0
AL,2005,36057,2,0,0
AL,2005,36064,19,0,2
AL,2005,36065,1,0,0
AL,2005,36066,36,0,0
AL,2005,36067,99,2,6
AL,2005,36068,2,0,0
AL,2005,36069,9,0,0
AL,2005,36071,1,0,0
AL,2005,36075,21,1,1
AL,2005,36078,73,0,2
AL,2005,36079,34,3,4
AL,2005,36080,7,0,0
AL,2005,36081,76,5,8
AL,2005,36082,1,0,0
AL,2005,36083,186,2,3
AL,2005,36087,1,0,0
AL,2005,36088,3,0,0
AL,2005,36089,23,0,0
AL,2005,36091,4,0,0
AL,2005,36092,82,0,0
AL,2005,36093,11,0,0
AL,2005,36101,1,0,0
AL,2005,36103,2,0,1
AL,2005,36104,98,1,7
AL,2005,36105,84,0,2
AL,2005,36106,139,2,5
AL,2005,36107,68,0,1
AL,2005,36108,225,2,10
AL,2005,36109,85,0,3
AL,2005,36110,95,1,5
AL,2005,36111,44,0,3
AL,2005,36116,252,0,7
AL,2005,36117,143,3,5
AL,2005,36120,1,0,0
AL,2005,36123,2,0,0
AL,2005,36125,4,0,0
AL,2005,36201,170,1,3
AL,2005,36202,11,0,0
AL,2005,36203,94,0,0
AL,2005,36204,1,0,0
AL,2005,36205,2,0,0
AL,2005,36206,74,0,1
AL,2005,36207,75,0,0
AL,2005,36250,18,0,0
AL,2005,36251,8,0,1
AL,2005,36253,2,0,0
AL,2005,36255,2,0,0
AL,2005,36256,3,0,0
AL,2005,36257,5,0,0
AL,2005,36258,5,0,0
AL,2005,36260,29,0,0
AL,2005,36262,10,0,0
AL,2005,36263,2,0,0
AL,2005,36264,36,1,1
AL,2005,36265,91,1,1
AL,2005,36266,12,0,0
AL,2005,36268,20,0,0
AL,2005,36269,7,0,0
AL,2005,36271,23,0,0
AL,2005,36272,64,0,0
AL,2005,36273,6,0,0
AL,2005,36274,24,1,2
AL,2005,36276,8,0,0
AL,2005,36277,30,0,0
AL,2005,36278,15,0,0
AL,2005,36279,6,0,0
AL,2005,36280,9,0,0
AL,2005,36301,3,0,0
AL,2005,36303,3,1,1
AL,2005,36310,1,0,0
AL,2005,36311,3,0,0
AL,2005,36314,2,0,0
AL,2005,36316,2,0,0
AL,2005,36318,4,0,0
AL,2005,36319,1,0,0
AL,2005,36320,1,0,0
AL,2005,36322,23,0,0
AL,2005,36323,43,0,1
AL,2005,36330,117,1,3
AL,2005,36331,4,0,0
AL,2005,36340,3,0,0
AL,2005,36344,5,0,0
AL,2005,36345,1,0,1
AL,2005,36346,12,0,0
AL,2005,36350,4,0,0
AL,2005,36351,11,0,1
AL,2005,36352,3,0,0
AL,2005,36360,64,1,2
AL,2005,36362,2,0,0
AL,2005,36373,1,0,0
AL,2005,36374,1,0,0
AL,2005,36375,2,0,0
AL,2005,36376,1,0,0
AL,2005,36401,74,0,3
AL,2005,36420,103,0,0
AL,2005,36421,9,0,0
AL,2005,36425,3,0,0
AL,2005,36426,89,0,0
AL,2005,36427,4,0,0
AL,2005,36432,13,0,0
AL,2005,36435,1,0,0
AL,2005,36436,3,0,0
AL,2005,36441,14,0,0
AL,2005,36442,12,0,0
AL,2005,36445,6,0,0
AL,2005,36446,3,0,0
AL,2005,36451,32,1,1
AL,2005,36453,2,0,0
AL,2005,36455,2,0,0
AL,2005,36456,8,0,0
AL,2005,36460,11,0,0
AL,2005,36461,2,0,1
AL,2005,36467,27,0,0
AL,2005,36471,1,0,0
AL,2005,36474,22,0,0
AL,2005,36475,2,0,0
AL,2005,36476,2,0,0
AL,2005,36477,7,1,1
AL,2005,36480,1,0,0
AL,2005,36482,9,0,0
AL,2005,36502,27,0,3
AL,2005,36504,2,0,0
AL,2005,36507,29,1,1
AL,2005,36509,3,0,0
AL,2005,36512,2,0,0
AL,2005,36513,8,0,0
AL,2005,36518,20,0,0
AL,2005,36521,10,0,0
AL,2005,36522,34,0,1
AL,2005,36523,3,0,0
AL,2005,36524,11,0,1
AL,2005,36525,2,0,0
AL,2005,36526,2,0,0
AL,2005,36527,1,0,0
AL,2005,36529,2,0,0
AL,2005,36530,12,0,1
AL,2005,36532,3,0,1
AL,2005,36533,1,0,0
AL,2005,36535,43,0,2
AL,2005,36538,6,0,0
AL,2005,36539,3,0,0
AL,2005,36540,10,0,0
AL,2005,36541,42,0,0
AL,2005,36542,23,0,0
AL,2005,36544,14,0,1
AL,2005,36545,72,0,0
AL,2005,36547,6,0,0
AL,2005,36548,7,0,0
AL,2005,36549,2,0,0
AL,2005,36551,5,0,0
AL,2005,36553,57,0,0
AL,2005,36555,1,0,0
AL,2005,36556,5,0,0
AL,2005,36558,18,1,2
AL,2005,36560,24,1,1
AL,2005,36561,17,0,0
AL,2005,36562,4,0,0
AL,2005,36567,7,0,0
AL,2005,36568,1,0,0
AL,2005,36569,5,0,0
AL,2005,36571,9,0,0
AL,2005,36572,4,0,0
AL,2005,36575,10,0,0
AL,2005,36576,2,0,0
AL,2005,36578,1,0,0
AL,2005,36580,4,0,0
AL,2005,36581,3,0,0
AL,2005,36582,30,1,1
AL,2005,36583,6,0,0
AL,2005,36584,1,0,0
AL,2005,36585,6,0,0
AL,2005,36587,8,0,0
AL,2005,36603,33,4,7
AL,2005,36604,16,3,6
AL,2005,36605,77,4,9
AL,2005,36606,43,4,10
AL,2005,36607,10,2,2
AL,2005,36608,20,0,1
AL,2005,36609,42,0,2
AL,2005,36610,53,4,9
AL,2005,36611,16,0,0
AL,2005,36612,5,0,1
AL,2005,36613,19,1,1
AL,2005,36617,60,1,2
AL,2005,36618,25,1,2
AL,2005,36619,12,0,1
AL,2005,36633,1,0,0
AL,2005,36670,1,0,0
AL,2005,36685,1,0,0
AL,2005,36693,13,1,1
AL,2005,36695,17,0,2
AL,2005,36701,123,4,6
AL,2005,36702,1,0,0
AL,2005,36703,6,1,1
AL,2005,36720,1,1,1
AL,2005,36722,5,0,0
AL,2005,36726,13,0,1
AL,2005,36727,1,0,0
AL,2005,36728,3,0,0
AL,2005,36732,17,0,1
AL,2005,36736,8,0,0
AL,2005,36738,8,0,0
AL,2005,36740,10,0,0
AL,2005,36742,9,0,0
AL,2005,36744,58,2,2
AL,2005,36745,1,0,0
AL,2005,36748,4,0,0
AL,2005,36749,1,0,0
AL,2005,36750,2,0,0
AL,2005,36751,17,0,0
AL,2005,36752,7,0,0
AL,2005,36754,2,0,0
AL,2005,36756,5,0,0
AL,2005,36758,1,0,0
AL,2005,36761,6,0,1
AL,2005,36762,2,0,1
AL,2005,36765,7,0,0
AL,2005,36766,1,0,0
AL,2005,36767,1,0,1
AL,2005,36768,1,1,1
AL,2005,36769,16,2,2
AL,2005,36773,1,1,1
AL,2005,36776,4,0,0
AL,2005,36782,19,0,0
AL,2005,36783,1,0,1
AL,2005,36784,57,0,0
AL,2005,36785,9,0,0
AL,2005,36786,9,0,0
AL,2005,36792,4,0,0
AL,2005,36793,3,0,0
AL,2005,36801,49,0,0
AL,2005,36802,9,0,0
AL,2005,36803,5,0,0
AL,2005,36804,26,0,0
AL,2005,36830,91,0,0
AL,2005,36832,12,0,0
AL,2005,36835,1,0,0
AL,2005,36850,18,0,0
AL,2005,36852,6,0,0
AL,2005,36853,36,0,0
AL,2005,36854,14,0,0
AL,2005,36855,2,0,0
AL,2005,36860,1,0,0
AL,2005,36861,10,0,0
AL,2005,36862,13,1,1
AL,2005,36863,7,0,1
AL,2005,36866,24,0,0
AL,2005,36867,7,0,0
AL,2005,36869,6,0,0
AL,2005,36870,2,0,0
AL,2005,36871,1,0,0
AL,2005,36872,1,0,0
AL,2005,36874,10,0,1
AL,2005,36877,5,0,0
AL,2005,36879,2,0,0
AL,2005,36901,4,0,0
AL,2005,36904,10,0,0
AL,2005,36907,11,0,0
AL,2005,36908,6,0,0
AL,2005,36910,1,0,0
AL,2005,36912,14,0,0
AL,2005,36913,1,0,0
AL,2005,36915,2,0,0
AL,2005,36916,3,0,0
AL,2005,36919,10,0,0
AL,2005,36921,6,0,0
AL,2005,36922,5,0,0
AL,2005,36925,23,0,0
AL,2005,38488,2,0,0
AL,2005,70043,1,0,0
AL,2005,70122,2,0,0
AL,2005,Unknown  zip,7726,48,152
AL,2005,Total,21472,218,486
AL,2006,35004,13,0,0
AL,2006,35005,29,1,1
AL,2006,35006,9,0,0
AL,2006,35007,25,0,0
AL,2006,35010,201,3,3
AL,2006,35011,5,0,0
AL,2006,35013,1,0,0
AL,2006,35014,10,0,0
AL,2006,35016,42,0,0
AL,2006,35019,5,0,0
AL,2006,35020,96,2,3
AL,2006,35022,19,0,0
AL,2006,35023,38,1,1
AL,2006,35031,9,0,0
AL,2006,35032,1,0,0
AL,2006,35033,22,0,0
AL,2006,35034,37,0,0
AL,2006,35035,4,0,0
AL,2006,35036,3,0,0
AL,2006,35040,18,0,0
AL,2006,35042,34,0,1
AL,2006,35043,6,0,0
AL,2006,35044,4,0,0
AL,2006,35045,8,1,1
AL,2006,35046,2,0,0
AL,2006,35048,1,0,0
AL,2006,35049,3,0,0
AL,2006,35051,23,0,0
AL,2006,35052,1,0,0
AL,2006,35053,6,0,0
AL,2006,35054,11,0,0
AL,2006,35055,102,0,0
AL,2006,35056,12,0,0
AL,2006,35057,34,0,0
AL,2006,35058,40,0,0
AL,2006,35060,2,0,0
AL,2006,35061,8,0,0
AL,2006,35062,34,0,0
AL,2006,35063,22,0,0
AL,2006,35064,42,2,2
AL,2006,35068,13,0,0
AL,2006,35070,4,0,0
AL,2006,35071,11,0,0
AL,2006,35072,16,0,1
AL,2006,35073,12,0,0
AL,2006,35074,1,0,0
AL,2006,35077,49,0,0
AL,2006,35078,4,0,0
AL,2006,35079,6,0,0
AL,2006,35080,9,0,0
AL,2006,35083,14,0,0
AL,2006,35085,5,0,0
AL,2006,35087,8,0,0
AL,2006,35089,21,0,0
AL,2006,35091,2,0,0
AL,2006,35094,46,0,0
AL,2006,35096,17,0,0
AL,2006,35098,4,0,0
AL,2006,35111,24,0,0
AL,2006,35112,3,0,0
AL,2006,35114,8,0,0
AL,2006,35115,17,0,0
AL,2006,35116,7,0,0
AL,2006,35117,8,2,3
AL,2006,35118,6,0,0
AL,2006,35119,1,0,0
AL,2006,35120,22,0,0
AL,2006,35121,11,0,0
AL,2006,35124,28,0,0
AL,2006,35125,27,0,0
AL,2006,35126,38,0,0
AL,2006,35127,11,0,0
AL,2006,35128,13,0,0
AL,2006,35130,10,0,0
AL,2006,35131,4,0,0
AL,2006,35133,4,0,0
AL,2006,35135,2,0,0
AL,2006,35136,3,0,0
AL,2006,35139,2,0,0
AL,2006,35143,6,0,0
AL,2006,35146,3,0,0
AL,2006,35147,6,0,0
AL,2006,35148,20,0,0
AL,2006,35150,12,0,0
AL,2006,35151,5,0,0
AL,2006,35160,86,0,0
AL,2006,35161,4,0,0
AL,2006,35171,3,0,0
AL,2006,35172,4,0,0
AL,2006,35173,33,0,0
AL,2006,35175,12,0,0
AL,2006,35176,1,0,0
AL,2006,35178,3,0,0
AL,2006,35179,32,0,0
AL,2006,35180,24,0,0
AL,2006,35183,1,0,0
AL,2006,35184,28,0,0
AL,2006,35186,6,0,0
AL,2006,35187,1,0,0
AL,2006,35188,13,0,0
AL,2006,35201,9,0,0
AL,2006,35202,17,0,0
AL,2006,35203,3,0,0
AL,2006,35204,53,2,2
AL,2006,35205,53,0,2
AL,2006,35206,140,0,2
AL,2006,35207,38,0,0
AL,2006,35208,82,0,0
AL,2006,35209,73,0,0
AL,2006,35210,32,0,0
AL,2006,35211,131,0,2
AL,2006,35212,66,4,7
AL,2006,35213,24,0,0
AL,2006,35214,56,1,1
AL,2006,35215,308,2,5
AL,2006,35216,59,0,0
AL,2006,35217,79,1,2
AL,2006,35218,35,2,2
AL,2006,35219,1,0,0
AL,2006,35220,5,0,0
AL,2006,35221,18,0,0
AL,2006,35222,30,0,0
AL,2006,35223,11,0,0
AL,2006,35224,18,1,1
AL,2006,35226,25,0,0
AL,2006,35228,42,1,2
AL,2006,35229,1,0,0
AL,2006,35230,1,0,0
AL,2006,35233,5,0,0
AL,2006,35234,38,0,2
AL,2006,35235,62,0,0
AL,2006,35242,36,0,0
AL,2006,35243,9,0,0
AL,2006,35244,20,0,0
AL,2006,35261,2,0,0
AL,2006,35283,1,0,0
AL,2006,35292,1,0,0
AL,2006,35298,1,0,0
AL,2006,35401,154,1,1
AL,2006,35402,7,0,0
AL,2006,35403,7,0,0
AL,2006,35404,95,1,1
AL,2006,35405,127,1,1
AL,2006,35406,12,0,0
AL,2006,35407,7,0,0
AL,2006,35440,1,0,0
AL,2006,35441,6,0,0
AL,2006,35442,38,0,0
AL,2006,35443,47,0,0
AL,2006,35444,18,0,0
AL,2006,35446,2,0,0
AL,2006,35447,35,0,0
AL,2006,35449,1,0,0
AL,2006,35452,19,0,0
AL,2006,35453,39,0,0
AL,2006,35456,26,0,0
AL,2006,35457,1,0,0
AL,2006,35459,8,0,0
AL,2006,35460,6,0,0
AL,2006,35461,6,0,0
AL,2006,35462,113,1,1
AL,2006,35463,5,0,0
AL,2006,35464,4,0,0
AL,2006,35466,21,0,0
AL,2006,35469,8,0,0
AL,2006,35470,36,0,0
AL,2006,35473,20,0,0
AL,2006,35474,20,0,0
AL,2006,35475,21,0,0
AL,2006,35476,46,0,0
AL,2006,35477,1,0,0
AL,2006,35478,1,0,0
AL,2006,35480,7,0,0
AL,2006,35481,37,0,0
AL,2006,35482,2,0,0
AL,2006,35486,2,0,0
AL,2006,35490,15,0,0
AL,2006,35501,92,1,1
AL,2006,35502,13,0,0
AL,2006,35503,53,0,0
AL,2006,35504,70,0,0
AL,2006,35540,5,0,0
AL,2006,35541,14,0,0
AL,2006,35542,2,0,0
AL,2006,35543,1,0,0
AL,2006,35544,8,0,0
AL,2006,35546,13,2,2
AL,2006,35548,8,0,0
AL,2006,35549,26,0,0
AL,2006,35550,53,1,1
AL,2006,35552,4,1,1
AL,2006,35553,30,0,0
AL,2006,35554,6,0,0
AL,2006,35555,59,0,0
AL,2006,35559,2,0,0
AL,2006,35560,2,0,0
AL,2006,35563,15,0,0
AL,2006,35564,6,0,0
AL,2006,35565,35,0,0
AL,2006,35570,43,0,0
AL,2006,35571,1,0,0
AL,2006,35572,3,0,0
AL,2006,35574,8,0,0
AL,2006,35575,6,0,0
AL,2006,35576,13,0,0
AL,2006,35578,40,0,0
AL,2006,35579,17,0,0
AL,2006,35580,30,0,0
AL,2006,35581,1,0,0
AL,2006,35582,1,0,0
AL,2006,35584,5,0,0
AL,2006,35585,2,0,0
AL,2006,35586,15,0,0
AL,2006,35587,9,0,0
AL,2006,35592,14,0,0
AL,2006,35593,2,0,0
AL,2006,35594,29,0,0
AL,2006,35601,331,2,3
AL,2006,35602,4,0,0
AL,2006,35603,68,0,0
AL,2006,35609,1,0,0
AL,2006,35610,3,0,0
AL,2006,35611,118,0,0
AL,2006,35612,1,0,0
AL,2006,35613,27,0,0
AL,2006,35614,22,0,0
AL,2006,35615,1,0,0
AL,2006,35616,4,0,0
AL,2006,35618,8,0,0
AL,2006,35619,16,1,1
AL,2006,35620,29,0,0
AL,2006,35621,4,0,0
AL,2006,35622,46,0,0
AL,2006,35630,4,0,0
AL,2006,35633,2,0,0
AL,2006,35640,69,2,4
AL,2006,35643,11,0,0
AL,2006,35645,1,0,0
AL,2006,35646,8,0,0
AL,2006,35647,3,0,0
AL,2006,35648,1,0,0
AL,2006,35650,37,0,0
AL,2006,35651,5,0,0
AL,2006,35652,3,0,0
AL,2006,35653,9,0,0
AL,2006,35654,9,0,0
AL,2006,35660,24,0,0
AL,2006,35661,11,0,0
AL,2006,35670,30,0,0
AL,2006,35671,5,0,0
AL,2006,35672,15,0,0
AL,2006,35673,23,0,0
AL,2006,35674,31,1,1
AL,2006,35739,14,0,0
AL,2006,35740,42,0,0
AL,2006,35741,2,0,0
AL,2006,35744,6,0,0
AL,2006,35746,6,0,0
AL,2006,35747,18,0,0
AL,2006,35748,6,0,0
AL,2006,35749,21,0,0
AL,2006,35750,7,0,0
AL,2006,35751,2,0,0
AL,2006,35752,21,0,0
AL,2006,35754,8,0,0
AL,2006,35755,5,0,0
AL,2006,35756,13,0,0
AL,2006,35757,12,0,0
AL,2006,35758,50,0,0
AL,2006,35759,1,0,0
AL,2006,35760,3,0,0
AL,2006,35761,14,0,0
AL,2006,35763,3,0,0
AL,2006,35764,4,0,0
AL,2006,35765,12,0,0
AL,2006,35768,137,0,0
AL,2006,35769,47,0,0
AL,2006,35771,23,0,0
AL,2006,35772,50,0,0
AL,2006,35773,25,1,1
AL,2006,35775,4,0,0
AL,2006,35776,19,0,0
AL,2006,35801,28,0,0
AL,2006,35802,13,0,0
AL,2006,35803,15,0,0
AL,2006,35805,84,0,0
AL,2006,35806,16,0,0
AL,2006,35808,1,0,0
AL,2006,35809,1,0,0
AL,2006,35810,88,2,2
AL,2006,35811,27,0,0
AL,2006,35816,75,0,0
AL,2006,35824,8,0,0
AL,2006,35899,1,0,0
AL,2006,35901,14,1,1
AL,2006,35902,2,0,0
AL,2006,35903,17,0,0
AL,2006,35904,5,0,0
AL,2006,35905,2,0,0
