tract,tested,BLL_geq_5,BLL_geq_10,state,year
08013013503,100,3,<3,CO,2011
08013013505,71,<3,<3,CO,2011
08013013506,15,<3,<3,CO,2011
08013013507,25,<3,<3,CO,2011
08013013508,24,<3,<3,CO,2011
08013013601,21,<3,<3,CO,2011
08013013602,6,<3,<3,CO,2011
08013013701,39,<3,<3,CO,2011
08013013702,47,<3,<3,CO,2011
08013060600,26,<3,<3,CO,2011
08013060700,7,<3,<3,CO,2011
08013060800,189,<3,<3,CO,2011
08013060900,30,<3,<3,CO,2011
08013061300,13,<3,<3,CO,2011
08013061400,7,<3,<3,CO,2011
08014030000,49,<3,<3,CO,2011
08014030100,32,<3,<3,CO,2011
08014030200,15,<3,<3,CO,2011
08014030300,33,<3,<3,CO,2011
08014030400,27,<3,<3,CO,2011
08014030500,21,<3,<3,CO,2011
08014030600,95,<3,<3,CO,2011
08014030700,24,<3,<3,CO,2011
08014030800,42,<3,<3,CO,2011
08014030900,21,<3,<3,CO,2011
08014031000,9,<3,<3,CO,2011
08014031100,12,<3,<3,CO,2011
08014031200,45,<3,<3,CO,2011
08014031300,4,<3,<3,CO,2011
08014031400,15,<3,<3,CO,2011
08014980100,<3,<3,<3,CO,2011
08014980200,<3,<3,<3,CO,2011
08014980300,<3,<3,<3,CO,2011
08015000100,55,<3,<3,CO,2011
08015000200,87,<3,<3,CO,2011
08015000300,32,<3,<3,CO,2011
08015000401,43,<3,<3,CO,2011
08015000402,18,<3,<3,CO,2011
08017960600,6,<3,<3,CO,2011
08019014700,40,<3,<3,CO,2011
08019014800,6,<3,<3,CO,2011
08019014900,13,3,<3,CO,2011
08021974800,39,4,<3,CO,2011
08021974900,56,3,<3,CO,2011
08023972600,65,3,<3,CO,2011
08023972700,71,<3,<3,CO,2011
08025969600,30,5,<3,CO,2011
08027970100,15,<3,<3,CO,2011
08029964600,8,<3,<3,CO,2011
08029964700,23,<3,<3,CO,2011
08029964800,66,<3,<3,CO,2011
08029964900,104,4,<3,CO,2011
08029965000,18,<3,<3,CO,2011
08029965100,74,3,<3,CO,2011
08029965200,32,4,4,CO,2011
08031000102,114,6,<3,CO,2011
08031000201,272,8,<3,CO,2011
08031000202,365,5,<3,CO,2011
08031000301,160,3,<3,CO,2011
08031000302,124,<3,<3,CO,2011
08031000303,159,5,<3,CO,2011
08031000401,170,4,<3,CO,2011
08031000402,240,6,<3,CO,2011
08031000501,50,<3,<3,CO,2011
08031000502,279,<3,<3,CO,2011
08031000600,188,4,<3,CO,2011
08031000701,369,10,<3,CO,2011
08031000702,605,10,<3,CO,2011
08031000800,763,33,5,CO,2011
08031000902,571,11,<3,CO,2011
08031000903,786,16,<3,CO,2011
08031000904,640,20,5,CO,2011
08031000905,396,11,<3,CO,2011
08031001000,529,11,<3,CO,2011
08031001101,231,4,<3,CO,2011
08031001102,165,6,<3,CO,2011
08031001301,475,9,<3,CO,2011
08031001302,390,8,<3,CO,2011
08031001401,540,6,<3,CO,2011
08031001402,358,6,<3,CO,2011
08031001403,88,<3,<3,CO,2011
08031001500,310,11,<3,CO,2011
08031001600,266,13,<3,CO,2011
08031001701,43,<3,<3,CO,2011
08031001702,30,<3,<3,CO,2011
08031001800,142,18,3,CO,2011
08031001901,297,14,<3,CO,2011
08031001902,5,<3,<3,CO,2011
08031002000,14,<3,<3,CO,2011
08031002100,311,51,13,CO,2011
08031002300,361,16,<3,CO,2011
08031002402,111,<3,<3,CO,2011
08031002403,182,12,<3,CO,2011
08031002601,32,<3,<3,CO,2011
08031002602,47,4,<3,CO,2011
08031002701,47,3,<3,CO,2011
08031002702,41,<3,<3,CO,2011
08031002703,51,<3,<3,CO,2011
08031002801,77,8,<3,CO,2011
08031002802,83,4,<3,CO,2011
08031002803,56,3,<3,CO,2011
08031002901,83,<3,<3,CO,2011
08031002902,142,5,<3,CO,2011
08031003001,180,7,<3,CO,2011
08031003002,57,<3,<3,CO,2011
08031003003,42,<3,<3,CO,2011
08031003004,85,<3,<3,CO,2011
08031003101,83,<3,<3,CO,2011
08031003102,82,3,<3,CO,2011
08031003201,117,<3,<3,CO,2011
08031003202,27,<3,<3,CO,2011
08031003203,98,3,<3,CO,2011
08031003300,139,5,<3,CO,2011
08031003401,53,<3,<3,CO,2011
08031003402,163,3,<3,CO,2011
08031003500,871,62,14,CO,2011
08031003601,463,27,5,CO,2011
08031003602,436,23,3,CO,2011
08031003603,166,8,<3,CO,2011
08031003701,95,6,<3,CO,2011
08031003702,103,4,<3,CO,2011
08031003703,118,5,<3,CO,2011
08031003800,66,4,<3,CO,2011
08031003901,71,<3,<3,CO,2011
08031003902,101,<3,<3,CO,2011
08031004002,49,<3,<3,CO,2011
08031004003,70,<3,<3,CO,2011
08031004004,34,<3,<3,CO,2011
08031004005,38,<3,<3,CO,2011
08031004006,48,4,<3,CO,2011
08031004101,308,9,<3,CO,2011
08031004102,331,8,3,CO,2011
08031004103,297,14,<3,CO,2011
08031004104,250,7,<3,CO,2011
08031004106,184,6,<3,CO,2011
08031004107,149,<3,<3,CO,2011
08031004201,205,10,<3,CO,2011
08031004202,161,4,<3,CO,2011
08031004301,121,8,<3,CO,2011
08031004302,99,<3,<3,CO,2011
08031004303,103,3,<3,CO,2011
08031004304,216,7,<3,CO,2011
08031004306,103,<3,<3,CO,2011
08031004403,223,16,6,CO,2011
08031004404,680,35,7,CO,2011
08031004405,195,3,<3,CO,2011
08031004503,554,10,<3,CO,2011
08031004504,504,8,<3,CO,2011
08031004505,597,17,<3,CO,2011
08031004506,510,8,3,CO,2011
08031004601,371,3,<3,CO,2011
08031004602,733,16,5,CO,2011
08031004603,350,3,<3,CO,2011
08031004700,465,7,<3,CO,2011
08031004801,88,<3,<3,CO,2011
08031005001,96,<3,<3,CO,2011
08031005002,335,5,<3,CO,2011
08031005102,118,6,<3,CO,2011
08031005104,163,8,<3,CO,2011
08031005200,57,<3,<3,CO,2011
08031005300,23,<3,<3,CO,2011
08031005502,66,<3,<3,CO,2011
08031005503,109,3,<3,CO,2011
08031006701,17,<3,<3,CO,2011
08031006804,22,<3,<3,CO,2011
08031006809,111,3,<3,CO,2011
08031006810,136,3,<3,CO,2011
08031006811,78,<3,<3,CO,2011
08031006812,42,<3,<3,CO,2011
08031006813,118,3,<3,CO,2011
08031006814,240,3,3,CO,2011
08031006901,282,9,4,CO,2011
08031007006,195,9,<3,CO,2011
08031007013,56,3,<3,CO,2011
08031007037,324,6,<3,CO,2011
08031007088,166,<3,<3,CO,2011
08031007089,97,<3,<3,CO,2011
08031008304,303,4,<3,CO,2011
08031008305,313,10,3,CO,2011
08031008306,500,6,<3,CO,2011
08031008312,489,8,<3,CO,2011
08031008386,324,5,<3,CO,2011
08031008387,361,9,<3,CO,2011
08031008388,360,<3,<3,CO,2011
08031008389,314,8,<3,CO,2011
08031008390,330,7,<3,CO,2011
08031008391,281,12,<3,CO,2011
08031011902,310,7,<3,CO,2011
08031011903,58,<3,<3,CO,2011
08031012001,40,<3,<3,CO,2011
08031012010,39,<3,<3,CO,2011
08031012014,118,5,<3,CO,2011
08031015300,61,<3,<3,CO,2011
08031015400,115,<3,<3,CO,2011
08031015500,179,4,<3,CO,2011
08031015600,694,18,4,CO,2011
08031015700,267,3,<3,CO,2011
08031980000,66,<3,<3,CO,2011
08031980100,<3,<3,<3,CO,2011
08033000100,14,<3,<3,CO,2011
08035013901,57,<3,<3,CO,2011
08035013904,44,<3,<3,CO,2011
08035013905,44,<3,<3,CO,2011
08035013907,55,<3,<3,CO,2011
08035013908,38,<3,<3,CO,2011
08035013909,55,<3,<3,CO,2011
08035013910,50,<3,<3,CO,2011
08035013911,56,<3,<3,CO,2011
08035014001,84,<3,<3,CO,2011
08035014005,35,<3,<3,CO,2011
08035014006,62,<3,<3,CO,2011
08035014007,26,<3,<3,CO,2011
08035014008,41,<3,<3,CO,2011
08035014009,42,<3,<3,CO,2011
08035014010,55,<3,<3,CO,2011
08035014011,20,<3,<3,CO,2011
08035014012,54,<3,<3,CO,2011
08035014013,40,<3,<3,CO,2011
08035014107,10,<3,<3,CO,2011
08035014108,12,<3,<3,CO,2011
08035014109,3,<3,<3,CO,2011
08035014110,26,<3,<3,CO,2011
08035014112,12,<3,<3,CO,2011
08035014113,7,<3,<3,CO,2011
08035014114,25,<3,<3,CO,2011
08035014115,8,<3,<3,CO,2011
08035014116,19,<3,<3,CO,2011
08035014122,7,<3,<3,CO,2011
08035014123,53,<3,<3,CO,2011
08035014124,13,<3,<3,CO,2011
08035014125,9,<3,<3,CO,2011
08035014126,4,<3,<3,CO,2011
08035014127,7,<3,<3,CO,2011
08035014128,20,<3,<3,CO,2011
08035014129,9,<3,<3,CO,2011
08035014130,11,<3,<3,CO,2011
08035014131,6,<3,<3,CO,2011
08035014132,12,<3,<3,CO,2011
08035014133,15,3,<3,CO,2011
08035014134,9,<3,<3,CO,2011
08035014135,11,<3,<3,CO,2011
08035014136,40,<3,<3,CO,2011
08035014137,22,<3,<3,CO,2011
08035014138,6,<3,<3,CO,2011
08035014139,9,<3,<3,CO,2011
08035014140,8,<3,<3,CO,2011
08035014202,7,<3,<3,CO,2011
08035014203,23,<3,<3,CO,2011
08035014204,17,<3,<3,CO,2011
08035014300,3,<3,<3,CO,2011
08035014403,37,<3,<3,CO,2011
08035014404,3,<3,<3,CO,2011
08035014405,15,<3,<3,CO,2011
08035014406,33,<3,<3,CO,2011
08035014503,39,<3,<3,CO,2011
08035014504,74,<3,<3,CO,2011
08035014505,24,<3,<3,CO,2011
08035014506,13,<3,<3,CO,2011
08035014602,7,<3,<3,CO,2011
08035014603,34,<3,<3,CO,2011
08035014604,14,<3,<3,CO,2011
08037000100,12,3,<3,CO,2011
08037000200,<3,<3,<3,CO,2011
08037000301,70,<3,<3,CO,2011
08037000302,61,<3,<3,CO,2011
08037000401,4,<3,<3,CO,2011
08037000402,6,<3,<3,CO,2011
08037000403,12,<3,<3,CO,2011
08037000501,<3,<3,<3,CO,2011
08037000502,11,<3,<3,CO,2011
08037000503,17,4,4,CO,2011
08037000600,4,<3,<3,CO,2011
08037000701,<3,<3,<3,CO,2011
08037000702,3,<3,<3,CO,2011
08037000703,3,<3,<3,CO,2011
08039961100,7,<3,<3,CO,2011
08039961204,43,<3,<3,CO,2011
08039961205,12,<3,<3,CO,2011
08039961206,14,<3,<3,CO,2011
08039961207,21,<3,<3,CO,2011
08039961208,20,<3,<3,CO,2011
08039961209,12,<3,<3,CO,2011
08041000101,80,4,<3,CO,2011
08041000102,14,<3,<3,CO,2011
08041000202,77,5,<3,CO,2011
08041000203,20,<3,<3,CO,2011
08041000301,32,<3,<3,CO,2011
08041000302,52,<3,<3,CO,2011
08041000400,12,<3,<3,CO,2011
08041000500,8,<3,<3,CO,2011
08041000600,16,<3,<3,CO,2011
08041000700,33,<3,<3,CO,2011
08041000800,26,<3,<3,CO,2011
08041000900,11,<3,<3,CO,2011
08041001000,8,<3,<3,CO,2011
08041001101,12,<3,<3,CO,2011
08041001104,19,<3,<3,CO,2011
08041001301,21,<3,<3,CO,2011
08041001302,45,<3,<3,CO,2011
08041001400,28,<3,<3,CO,2011
08041001500,14,<3,<3,CO,2011
08041001600,<3,<3,<3,CO,2011
08041001700,9,<3,<3,CO,2011
08041001800,9,<3,<3,CO,2011
08041001900,64,<3,<3,CO,2011
08041002000,101,<3,<3,CO,2011
08041002101,54,<3,<3,CO,2011
08041002102,135,<3,<3,CO,2011
08041002200,43,<3,<3,CO,2011
08041002300,29,<3,<3,CO,2011
08041002400,41,<3,<3,CO,2011
08041002501,8,<3,<3,CO,2011
08041002502,19,<3,<3,CO,2011
08041002700,39,<3,<3,CO,2011
08041002800,126,3,<3,CO,2011
08041002900,155,<3,<3,CO,2011
08041003000,41,<3,<3,CO,2011
08041003100,6,<3,<3,CO,2011
08041003303,100,<3,<3,CO,2011
08041003305,15,<3,<3,CO,2011
08041003306,12,<3,<3,CO,2011
08041003307,28,<3,<3,CO,2011
08041003308,54,<3,<3,CO,2011
08041003400,15,<3,<3,CO,2011
08041003701,14,<3,<3,CO,2011
08041003702,12,<3,<3,CO,2011
08041003705,16,<3,<3,CO,2011
08041003706,5,<3,<3,CO,2011
08041003707,25,<3,<3,CO,2011
08041003708,5,<3,<3,CO,2011
08041003709,19,<3,<3,CO,2011
08041003801,<3,<3,<3,CO,2011
08041003802,<3,<3,<3,CO,2011
08041003902,31,<3,<3,CO,2011
08041003905,23,<3,<3,CO,2011
08041003906,14,<3,<3,CO,2011
08041003909,18,<3,<3,CO,2011
08041004008,3,<3,<3,CO,2011
08041004009,33,<3,<3,CO,2011
08041004100,63,<3,<3,CO,2011
08041004200,33,<3,<3,CO,2011
08041004300,46,<3,<3,CO,2011
08041004401,19,<3,<3,CO,2011
08041004402,<3,<3,<3,CO,2011
08041004403,4,<3,<3,CO,2011
08041004501,109,<3,<3,CO,2011
08041004502,30,<3,<3,CO,2011
08041004503,71,<3,<3,CO,2011
08041004506,36,<3,<3,CO,2011
08041004507,22,<3,<3,CO,2011
08041004508,81,3,<3,CO,2011
08041004510,37,<3,<3,CO,2011
08041004511,45,<3,<3,CO,2011
08041004601,48,<3,<3,CO,2011
08041004602,27,<3,<3,CO,2011
08041004603,31,<3,<3,CO,2011
08041004701,32,<3,<3,CO,2011
08041004702,17,<3,<3,CO,2011
08041004703,21,<3,<3,CO,2011
08041004705,41,<3,<3,CO,2011
08041004706,9,<3,<3,CO,2011
08041004800,55,<3,<3,CO,2011
08041004901,26,<3,<3,CO,2011
08041004902,9,<3,<3,CO,2011
08041005000,66,<3,<3,CO,2011
08041005104,34,<3,<3,CO,2011
08041005105,45,<3,<3,CO,2011
08041005106,56,<3,<3,CO,2011
08041005107,31,<3,<3,CO,2011
08041005108,41,<3,<3,CO,2011
08041005109,39,<3,<3,CO,2011
08041005110,57,<3,<3,CO,2011
08041005111,82,<3,<3,CO,2011
08041005201,188,<3,<3,CO,2011
08041005202,55,<3,<3,CO,2011
08041005300,146,<3,<3,CO,2011
08041005400,168,<3,<3,CO,2011
08041005501,19,<3,<3,CO,2011
08041005502,88,<3,<3,CO,2011
08041005601,21,<3,<3,CO,2011
08041005602,19,<3,<3,CO,2011
08041005700,73,10,<3,CO,2011
08041005800,6,<3,<3,CO,2011
08041005900,40,<3,<3,CO,2011
08041006000,202,3,<3,CO,2011
08041006100,207,11,3,CO,2011
08041006200,154,3,<3,CO,2011
08041006301,88,<3,<3,CO,2011
08041006302,134,<3,<3,CO,2011
08041006400,190,<3,<3,CO,2011
08041006501,133,<3,<3,CO,2011
08041006502,205,3,<3,CO,2011
08041006600,6,<3,<3,CO,2011
08041006700,23,<3,<3,CO,2011
08041006801,20,<3,<3,CO,2011
08041006802,15,<3,<3,CO,2011
08041006901,22,<3,<3,CO,2011
08041006902,16,<3,<3,CO,2011
08041007000,8,<3,<3,CO,2011
08041007101,20,<3,<3,CO,2011
08041007102,28,<3,<3,CO,2011
08041007201,14,<3,<3,CO,2011
08041007202,15,<3,<3,CO,2011
08041007300,11,<3,<3,CO,2011
08041007400,9,<3,<3,CO,2011
08041007500,9,<3,<3,CO,2011
08041007601,24,<3,<3,CO,2011
08041007602,8,<3,<3,CO,2011
08041007700,41,<3,<3,CO,2011
08041007800,11,<3,<3,CO,2011
08041007900,21,<3,<3,CO,2011
08041008000,33,<3,<3,CO,2011
08043978100,48,<3,<3,CO,2011
08043978200,74,<3,<3,CO,2011
08043978300,126,<3,<3,CO,2011
08043978400,41,<3,<3,CO,2011
08043978500,158,<3,<3,CO,2011
08043978600,84,5,<3,CO,2011
08043978800,62,3,<3,CO,2011
08043979000,18,<3,<3,CO,2011
08043979100,64,<3,<3,CO,2011
08043979200,8,<3,<3,CO,2011
08043979400,41,<3,<3,CO,2011
08043980100,<3,<3,<3,CO,2011
08043980200,<3,<3,<3,CO,2011
08043980300,<3,<3,<3,CO,2011
08045951600,80,<3,<3,CO,2011
08045951701,79,<3,<3,CO,2011
08045951702,94,<3,<3,CO,2011
08045951802,80,<3,<3,CO,2011
08045951803,138,<3,<3,CO,2011
08045951804,51,<3,<3,CO,2011
08045951901,89,<3,<3,CO,2011
08045951902,124,3,<3,CO,2011
08045952001,106,<3,<3,CO,2011
08045952002,157,<3,<3,CO,2011
08045952100,77,<3,<3,CO,2011
08047013800,35,<3,<3,CO,2011
08049000100,8,<3,<3,CO,2011
08049000201,3,<3,<3,CO,2011
08049000202,15,<3,<3,CO,2011
08051963600,8,<3,<3,CO,2011
08051963700,14,<3,<3,CO,2011
08051963800,9,<3,<3,CO,2011
08051963900,4,<3,<3,CO,2011
08053973100,<3,<3,<3,CO,2011
08055960600,56,8,<3,CO,2011
08055960900,12,<3,<3,CO,2011
08057955600,5,<3,<3,CO,2011
08059009806,43,<3,<3,CO,2011
08059009807,24,<3,<3,CO,2011
08059009808,34,<3,<3,CO,2011
08059009815,32,<3,<3,CO,2011
08059009823,17,<3,<3,CO,2011
08059009824,31,<3,<3,CO,2011
08059009827,61,<3,<3,CO,2011
08059009828,35,<3,<3,CO,2011
08059009829,11,<3,<3,CO,2011
08059009830,22,<3,<3,CO,2011
08059009831,28,<3,<3,CO,2011
08059009832,39,<3,<3,CO,2011
08059009833,108,3,<3,CO,2011
08059009834,33,<3,<3,CO,2011
08059009835,23,<3,<3,CO,2011
08059009836,24,<3,<3,CO,2011
08059009837,21,<3,<3,CO,2011
08059009838,4,<3,<3,CO,2011
08059009839,14,<3,<3,CO,2011
08059009840,27,<3,<3,CO,2011
08059009841,24,<3,<3,CO,2011
08059009842,22,<3,<3,CO,2011
08059009843,68,<3,<3,CO,2011
08059009845,13,<3,<3,CO,2011
08059009846,11,<3,<3,CO,2011
08059009847,11,<3,<3,CO,2011
08059009848,8,<3,<3,CO,2011
08059009849,93,3,<3,CO,2011
08059009850,21,<3,<3,CO,2011
08059009851,33,<3,<3,CO,2011
08059009852,24,<3,<3,CO,2011
08059009900,29,<3,<3,CO,2011
08059010000,56,<3,<3,CO,2011
08059010100,110,4,<3,CO,2011
08059010205,15,<3,<3,CO,2011
08059010206,36,<3,<3,CO,2011
08059010208,110,4,<3,CO,2011
08059010209,132,4,<3,CO,2011
08059010210,34,<3,<3,CO,2011
08059010211,69,4,<3,CO,2011
08059010212,120,6,<3,CO,2011
08059010213,105,6,<3,CO,2011
08059010303,94,3,<3,CO,2011
08059010304,54,<3,<3,CO,2011
08059010305,123,4,<3,CO,2011
08059010306,60,3,<3,CO,2011
08059010307,128,3,<3,CO,2011
08059010308,83,4,<3,CO,2011
08059010402,188,5,<3,CO,2011
08059010403,173,6,<3,CO,2011
08059010405,86,<3,<3,CO,2011
08059010406,121,<3,<3,CO,2011
08059010502,82,<3,<3,CO,2011
08059010503,59,4,<3,CO,2011
08059010504,35,<3,<3,CO,2011
08059010603,57,<3,<3,CO,2011
08059010604,62,<3,<3,CO,2011
08059010701,84,3,<3,CO,2011
08059010702,218,9,<3,CO,2011
08059010801,60,<3,<3,CO,2011
08059010901,132,12,<3,CO,2011
08059010902,164,<3,<3,CO,2011
08059011000,184,4,<3,CO,2011
08059011100,267,5,<3,CO,2011
08059011202,173,6,<3,CO,2011
08059011300,145,6,<3,CO,2011
08059011401,135,6,<3,CO,2011
08059011402,179,13,<3,CO,2011
08059011550,393,23,<3,CO,2011
08059011601,183,5,<3,CO,2011
08059011602,459,9,<3,CO,2011
08059011701,103,<3,<3,CO,2011
08059011702,119,4,<3,CO,2011
08059011708,58,<3,<3,CO,2011
08059011709,55,4,<3,CO,2011
08059011710,66,3,<3,CO,2011
08059011711,100,4,<3,CO,2011
08059011712,23,<3,<3,CO,2011
08059011720,43,<3,<3,CO,2011
08059011721,55,<3,<3,CO,2011
08059011723,58,<3,<3,CO,2011
08059011724,43,<3,<3,CO,2011
08059011725,13,<3,<3,CO,2011
08059011726,42,<3,<3,CO,2011
08059011727,38,<3,<3,CO,2011
08059011728,31,<3,<3,CO,2011
08059011729,52,<3,<3,CO,2011
08059011730,90,3,<3,CO,2011
08059011731,48,3,<3,CO,2011
08059011732,80,<3,<3,CO,2011
08059011733,40,3,<3,CO,2011
08059011803,112,4,<3,CO,2011
08059011804,58,<3,<3,CO,2011
08059011805,115,<3,<3,CO,2011
08059011806,165,10,<3,CO,2011
08059011904,28,<3,<3,CO,2011
08059011951,53,<3,<3,CO,2011
08059012022,16,<3,<3,CO,2011
08059012023,16,<3,<3,CO,2011
08059012024,11,<3,<3,CO,2011
08059012026,12,<3,<3,CO,2011
08059012027,13,<3,<3,CO,2011
08059012030,14,<3,<3,CO,2011
08059012031,10,<3,<3,CO,2011
08059012032,6,<3,<3,CO,2011
08059012033,4,<3,<3,CO,2011
08059012034,7,<3,<3,CO,2011
08059012035,9,<3,<3,CO,2011
08059012036,11,<3,<3,CO,2011
08059012037,7,<3,<3,CO,2011
08059012038,24,<3,<3,CO,2011
08059012039,48,<3,<3,CO,2011
08059012041,37,<3,<3,CO,2011
08059012042,21,3,<3,CO,2011
08059012043,28,<3,<3,CO,2011
08059012044,27,<3,<3,CO,2011
08059012045,27,<3,<3,CO,2011
08059012046,14,<3,<3,CO,2011
08059012047,34,<3,<3,CO,2011
08059012048,11,<3,<3,CO,2011
08059012049,19,<3,<3,CO,2011
08059012050,12,<3,<3,CO,2011
08059012051,18,<3,<3,CO,2011
08059012052,41,4,<3,CO,2011
08059012053,17,<3,<3,CO,2011
08059012054,8,<3,<3,CO,2011
08059012055,16,<3,<3,CO,2011
08059012057,29,<3,<3,CO,2011
08059012058,6,<3,<3,CO,2011
08059012059,14,<3,<3,CO,2011
08059012060,17,<3,<3,CO,2011
08059015800,94,<3,<3,CO,2011
08059015900,63,<3,<3,CO,2011
08059060300,31,<3,<3,CO,2011
08059060400,28,<3,<3,CO,2011
08059060500,34,<3,<3,CO,2011
08059980000,<3,<3,<3,CO,2011
08059980400,<3,<3,<3,CO,2011
08061960100,7,<3,<3,CO,2011
08063962100,3,<3,<3,CO,2011
08063962200,<3,<3,<3,CO,2011
08063962300,<3,<3,<3,CO,2011
08065961700,336,35,10,CO,2011
08065961900,118,4,<3,CO,2011
08067940300,93,4,<3,CO,2011
08067940400,64,<3,<3,CO,2011
08067970600,187,12,<3,CO,2011
08067970701,96,4,<3,CO,2011
08067970703,104,6,<3,CO,2011
08067970704,51,<3,<3,CO,2011
08067970800,93,5,<3,CO,2011
08067970900,68,<3,<3,CO,2011
08067971000,60,4,<3,CO,2011
08067971100,90,8,<3,CO,2011
08069000100,17,<3,<3,CO,2011
08069000201,12,<3,<3,CO,2011
08069000202,20,<3,<3,CO,2011
08069000300,10,<3,<3,CO,2011
08069000401,14,<3,<3,CO,2011
08069000402,21,<3,<3,CO,2011
08069000503,28,<3,<3,CO,2011
08069000504,6,<3,<3,CO,2011
08069000505,11,<3,<3,CO,2011
08069000506,11,<3,<3,CO,2011
08069000600,11,<3,<3,CO,2011
08069000700,11,<3,<3,CO,2011
08069000801,12,<3,<3,CO,2011
08069000802,252,5,<3,CO,2011
08069000901,29,<3,<3,CO,2011
08069000902,15,<3,<3,CO,2011
08069001003,43,<3,<3,CO,2011
08069001004,11,<3,<3,CO,2011
08069001007,19,<3,<3,CO,2011
08069001008,3,<3,<3,CO,2011
08069001009,17,<3,<3,CO,2011
08069001010,3,<3,<3,CO,2011
08069001104,33,<3,<3,CO,2011
08069001106,25,<3,<3,CO,2011
08069001107,15,<3,<3,CO,2011
08069001109,20,<3,<3,CO,2011
08069001110,16,<3,<3,CO,2011
08069001111,3,<3,<3,CO,2011
08069001112,40,<3,<3,CO,2011
08069001113,8,<3,<3,CO,2011
08069001114,4,<3,<3,CO,2011
08069001301,12,<3,<3,CO,2011
08069001304,31,<3,<3,CO,2011
08069001305,25,<3,<3,CO,2011
08069001306,44,<3,<3,CO,2011
08069001307,25,<3,<3,CO,2011
08069001308,14,<3,<3,CO,2011
08069001601,12,<3,<3,CO,2011
08069001602,12,<3,<3,CO,2011
08069001603,43,<3,<3,CO,2011
08069001605,8,<3,<3,CO,2011
08069001606,5,<3,<3,CO,2011
08069001607,7,<3,<3,CO,2011
08069001608,8,<3,<3,CO,2011
08069001704,162,6,<3,CO,2011
08069001706,101,<3,<3,CO,2011
08069001707,76,<3,<3,CO,2011
08069001708,27,<3,<3,CO,2011
08069001709,73,5,<3,CO,2011
08069001804,65,4,<3,CO,2011
08069001806,39,<3,<3,CO,2011
08069001807,64,4,<3,CO,2011
08069001808,34,<3,<3,CO,2011
08069001809,50,<3,<3,CO,2011
08069001901,75,<3,<3,CO,2011
08069001902,47,<3,<3,CO,2011
08069001903,7,<3,<3,CO,2011
08069002005,97,<3,<3,CO,2011
08069002007,45,5,<3,CO,2011
08069002008,51,<3,<3,CO,2011
08069002010,4,<3,<3,CO,2011
08069002011,22,<3,<3,CO,2011
08069002300,10,<3,<3,CO,2011
08069002401,<3,<3,<3,CO,2011
08069002402,7,<3,<3,CO,2011
08069002501,30,<3,<3,CO,2011
08069002502,55,3,<3,CO,2011
08069002503,12,<3,<3,CO,2011
08069002600,23,4,<3,CO,2011
08069002700,47,4,<3,CO,2011
08069002801,6,<3,<3,CO,2011
08069002802,13,<3,<3,CO,2011
08069002803,<3,<3,<3,CO,2011
08071000100,69,<3,<3,CO,2011
08071000200,36,<3,<3,CO,2011
08071000300,12,<3,<3,CO,2011
08071000400,27,<3,<3,CO,2011
08071000500,32,<3,<3,CO,2011
08071000800,21,<3,<3,CO,2011
08073961700,71,10,<3,CO,2011
08073961800,12,<3,<3,CO,2011
08075965900,<3,<3,<3,CO,2011
08075966000,4,<3,<3,CO,2011
08075966100,19,<3,<3,CO,2011
08075966200,6,<3,<3,CO,2011
08075966300,12,<3,<3,CO,2011
08075966400,6,<3,<3,CO,2011
08077000200,<3,<3,<3,CO,2011
08077000300,3,<3,<3,CO,2011
08077000400,<3,<3,<3,CO,2011
08077000500,<3,<3,<3,CO,2011
08077000601,<3,<3,<3,CO,2011
08077000602,<3,<3,<3,CO,2011
08077000700,5,<3,<3,CO,2011
08077000800,<3,<3,<3,CO,2011
08077000900,<3,<3,<3,CO,2011
08077001001,<3,<3,<3,CO,2011
08077001002,<3,<3,<3,CO,2011
08077001101,3,<3,<3,CO,2011
08077001102,4,<3,<3,CO,2011
08077001200,<3,<3,<3,CO,2011
08077001301,4,<3,<3,CO,2011
08077001302,<3,<3,<3,CO,2011
08077001402,3,<3,<3,CO,2011
08077001403,<3,<3,<3,CO,2011
08077001404,<3,<3,<3,CO,2011
08077001501,12,<3,<3,CO,2011
08077001502,<3,<3,<3,CO,2011
08077001600,3,<3,<3,CO,2011
08077001702,<3,<3,<3,CO,2011
08077001703,<3,<3,<3,CO,2011
08077001705,4,<3,<3,CO,2011
08077001706,4,<3,<3,CO,2011
08077001707,<3,<3,<3,CO,2011
08077001800,<3,<3,<3,CO,2011
08077001900,<3,<3,<3,CO,2011
08079973600,<3,<3,<3,CO,2011
08081000300,4,<3,<3,CO,2011
08081000400,11,<3,<3,CO,2011
08081000500,16,<3,<3,CO,2011
08081000600,3,<3,<3,CO,2011
08083941100,43,<3,<3,CO,2011
08083969000,35,<3,<3,CO,2011
08083969100,40,<3,<3,CO,2011
08083969200,22,<3,<3,CO,2011
08083969300,64,<3,<3,CO,2011
08083969400,58,<3,<3,CO,2011
08083969600,52,<3,<3,CO,2011
08085966100,12,<3,<3,CO,2011
08085966201,131,4,<3,CO,2011
08085966202,91,5,<3,CO,2011
08085966300,375,23,<3,CO,2011
08085966400,229,15,4,CO,2011
08085966501,44,<3,<3,CO,2011
08085966502,107,<3,<3,CO,2011
08085966503,127,4,<3,CO,2011
08085966601,232,11,<3,CO,2011
08085966602,81,5,<3,CO,2011
08087000100,14,<3,<3,CO,2011
08087000200,20,<3,<3,CO,2011
08087000300,35,<3,<3,CO,2011
